"Time","gitaly","gitlab-exporter","gitlab-shell","kas","migrations","minio","registry","sidekiq","toolbox","webservice","postgresql"
1713355440000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,26000000000,268435456
1713355500000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,26000000000,268435456
1713355560000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,26000000000,268435456
1713355620000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,26000000000,268435456
1713355680000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,26000000000,268435456
1713355740000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,18200000000,268435456
1713355800000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,18200000000,268435456
1713355860000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,15600000000,268435456
1713355920000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,15600000000,268435456
1713355980000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,15600000000,268435456
1713356040000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,15600000000,268435456
1713356100000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,15600000000,268435456
1713356160000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,15600000000,268435456
1713356220000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,13000000000,268435456
1713356280000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,13000000000,268435456
1713356340000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,13000000000,268435456
1713356400000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,10400000000,268435456
1713356460000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713356520000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713356580000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713356640000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713356700000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713356760000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713356820000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,10400000000,268435456
1713356880000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,10400000000,268435456
1713356940000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713357000000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,13000000000,268435456
1713357060000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,13000000000,268435456
1713357120000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,13000000000,268435456
1713357180000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,13000000000,268435456
1713357240000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713357300000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713357360000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713357420000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713357480000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713357540000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,20800000000,268435456
1713357600000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713357660000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713357720000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713357780000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713357840000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713357900000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713357960000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713358020000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713358080000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713358140000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713358200000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713358260000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713358320000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713358380000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713358440000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713358500000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713358560000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713358620000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713358680000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713358740000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,7800000000,268435456
1713358800000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,2000000000,350000000,5200000000,268435456
1713358860000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713358920000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713358980000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359040000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359100000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359160000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359220000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713359280000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713359340000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713359400000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713359460000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713359520000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,7800000000,268435456
1713359580000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359640000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359700000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359760000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359820000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359880000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713359940000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713360000000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713360060000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713360120000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713360180000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713360240000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,5200000000,268435456
1713360300000,209715200,100000000,12000000,200000000,209715200,134217728,67108864,4000000000,350000000,10400000000,268435456
