"Time","gitaly","gitlab-exporter","gitlab-shell","kas","minio","prometheus","registry","sidekiq","toolbox","webservice","postgresql","redis"
1713353880000,10.605817130001606,6.334175757381874,101.18146252214027,1254.3953936166758,13.115573181775597,232.18461302564495,280.4357821415124,155744.53408880954,0,602.545793999337,443.58100576451477,22217.124901806754
1713353910000,945.003943456895,14538.530743934974,101.06000787640637,1392.1833280240887,13.81715300852058,606.9361063464837,262.8882485339053,229456.6781853343,0,3174.00737820677,24508.596672769243,26237.502124456747
1713353940000,15.198049583636767,7.934408886537953,89.05967223286882,1258.4289720556917,13.91580935341186,293.46979063847476,287.9968122460576,158511.89849294117,0,2758.813591779511,380.3103434520723,14747.096252903748
1713353970000,830.5134422210973,24354.134165366613,101.8554357762277,1374.9929700684247,15.535991714137753,446.2790454259996,242.81953779400092,228655.36407042673,0,6696.409839361015,4843.457742223246,26121.165513116295
1713354000000,13.635295039573702,8.636266192999113,104.38175878609226,1340.175922799201,10.748560460652591,235.53686527275588,294.0341624052138,163171.6121772092,0,577.4534200266442,350.6279521072095,19714.720085852263
1713354030000,988.9131743165764,16628.206492815327,91.50041022338355,1278.6783143054122,15.40888579080603,516.2764473723256,271.49451672806106,244293.51155666943,0,6190.706163143213,23044.964166390368,25051.721345985687
1713354060000,16.33894690626274,5.549517885633685,100.94750210285144,1340.3024134513194,14.72599137477648,331.9096568698422,270.2827530251825,153367.2831632653,0,480.14576433595505,808.514376061369,21482.701149425287
1713354090000,1034.131736526946,17634.440973920897,97.55898166532661,1328.19283513937,12.906397885809108,483.48244309034214,296.4937921890869,276880.4441668761,NaN,3063.869789318707,21263.21780206021,33687.51708428246
1713354120000,14.522546419098143,7.295903392175773,105.41973698509398,1116.1627127997174,16.858837342324716,335.7901142741227,264.84970351360005,297313.823136687,0,3418.6122944923204,709.2828860536736,19356.531244306796
1713354150000,1096.044002538608,0,95.83360587599037,1399.412661314147,12.561686855091969,447.46566905424515,281.4937056964674,341269.81706292054,0,3605.661094220528,7248.7594251466135,55773.726652422636
1713354180000,14.646380203979268,13266.32739609839,89.59919899080693,1264.7989100513246,11.30445314707901,303.87114778933943,287.42577601982106,316001.3147063456,0,2933.5417546545327,274.8021657642649,17188.656601780956
1713354210000,1147.8441712778995,12887.66453243934,102.81148423774071,1397.5017500620515,15.025086528400097,502.11958241062956,265.84066119075146,397835.86418329354,0,5854.428006309852,8618.508026440037,33403.6715292575
1713354240000,17.65939442993267,9.272165323313738,96.66889042426189,1227.6127621700143,14.691478942213516,272.8341826734614,267.16678911139843,294440.450210146,0,576.9109085430067,330.92584949786766,16166.344675314434
1713354270000,1008.7862024080703,13748.197432440353,102.35757746344746,1412.4839382401274,13.124179738766326,505.7257814917983,293.6593419113914,337916.5751637483,0,7171.047288053904,8120.387192851824,33081.49838485019
1713354300000,15.834976490216896,0,96.71317104459433,1272.3153977799361,16.4576802507837,239.83505154639175,280.40717780675413,322273.80200214474,0,550.9328950436419,362.08227323404134,17940.511204481794
1713354330000,1619.1174929252697,0,101.55225549614781,1388.9879501641885,13.58915456045556,501.4470828126028,273.14742293934904,385391.74562626553,0,3332.9479875834486,4470.041488437912,31763.851870433668
1713354360000,19.16012879234502,0,107.39616120471518,1241.3461300218785,11.287136695287622,297.22645534897896,279.64014635764545,320790.0854670705,0,2806.9983250054725,234.17049876193846,18360.11832890606
1713354390000,5.409392672731743,0,90.88545251967554,1374.7842538986658,16.59751037344398,554.7455688965123,282.6083317237372,378126.0684713997,0,5638.361674049538,15032.781660482164,43808.15194195476
1713354420000,658.0981710766137,0,101.96155068525314,1284.8599299820198,12.188397806088394,244.84996174662098,281.1369430809127,310986.51419027575,0,594.0836002030906,303.790051500293,17383.11559497832
1713354450000,1857.2032363241153,0,100.00402864454806,1387.4003210765636,15.871216415372405,540.7057704717589,284.3130170412481,414071.32397288573,0,3255.3342510130497,10772.987825098298,34231.674389146305
1713354480000,15.037209421272024,NaN,100.82479364314149,1244.367003132129,12.97818429021692,243.0626617709023,268.03195544759933,282006.05438308336,0,3762.229589871231,311.1111111111111,16575.46652915203
1713354510000,897.2514030795799,14892.124483963164,100.20691449530659,1407.6296130158312,14.623955431754876,614.3053064669269,271.065224453074,389054.1029571711,0,5635.049190256695,26126.544524925437,34897.34957256494
1713354540000,15.72533088717075,13.794544884522937,95.00791234153695,1256.9746769459398,15.133499081180414,299.47816533919257,299.93679804026107,330942.3031181551,0,465.5332358282932,240.93235629856022,15464.359799176264
1713354570000,844.5645091225022,12958.951410182039,98.38499258261437,1357.0832526347936,13.805798435342844,556.0525481632797,257.9001593516555,347243.4529660059,0,3671.52344685869,4886.880298893519,36766.224526096456
1713354600000,16.292194654456395,5.822673136303484,100.52211368139189,1293.0537701315675,11.81235234559568,258.57511177833624,296.99498976948917,343713.0684230953,0,2624.1343487765107,260.2935911206588,17468.657671853456
1713354630000,1180.051912359722,16033.596500222153,90.25216561800687,1364.617689254388,15.009112675553014,524.4825032997456,260.00337821085,388763.07096416416,0,4052.9866133019627,7135.498966816579,33575.23111808826
1713354660000,19.337261985845007,6.562810739144846,96.30587763875872,1282.2527439985242,14.171116228458636,270.16574585635357,278.61042262475837,314329.42331103625,0,2588.0882881932557,253.48422131925722,19951.059146393756
1713354690000,1624.1564740615775,15833.203981778302,102.13487971779534,1370.3079740862906,15.161360190599957,534.1052189729957,317.62448126772824,352071.26842568855,NaN,5031.261267529837,5642.9196350456195,36298.45719746962
1713354720000,13.976347719244355,6.161697890085268,97.89861957178907,1262.7283892665141,13.544891640866874,344.326505033097,277.04417478374876,179668.764249886,0,3229.041635482118,392.85924530523346,15125.850638161162
1713354750000,1224.0006307655917,0,106.69655084745165,1381.5104475936996,13.657648283038503,501.45772594752185,279.32069648921214,212971.36269870162,0,8142.00118303732,8781.355994018746,29289.34099955772
1713354780000,15.001027467634769,9697.634017207149,91.22672338232175,1282.631947559736,15.587307478196326,267.5297545422061,264.2783595926271,162618.10372348144,0,623.6910732506856,266.4994684186135,18860.57959507741
1713354810000,916.9940625646176,17879.354420237323,96.41023087173497,1405.0213729018778,12.778386272362177,519.5488201508546,284.0102278583353,235503.67117041606,0,9346.884797415923,13934.160966643567,34371.328224776495
1713354840000,289.7219463753724,4.063538973032878,97.67008378419817,1233.8505098261903,15.472462700313134,238.7806158692899,294.5004577770901,144818.4646841801,0,723663.070063557,717918.8017186506,24710.030054805822
1713354870000,1350.2631466347184,11017.059072324828,101.88557765662601,1419.1992672977703,14.27357689039932,764.7743136342485,257.6026983025129,239995.9035818268,0,904062.9556073749,804235.0506588967,28704.854007811045
1713354900000,21.034039820166985,7.411011715387207,98.2199871774593,1261.0140905314374,13.642121674732842,257.8704018494594,319.97079867869445,145066.32342951125,0,867445.8227665914,739473.0800765236,14678.812304655372
1713354930000,1763.6118446929256,15945.750944423648,95.19009408952783,1378.5741171871161,11.107144273870443,560.3861604250357,266.50932477919616,231701.2922738521,0,923422.1611965313,809365.7891340818,30759.04888512901
1713354960000,26105.86167942764,6.407352274933661,97.95070498653453,1300.9409077036698,16.313847348999804,317.7911548766484,272.3639035898429,158626.66176387397,0,958281.7522890063,679820.1371571072,78680.24982082524
1713354990000,59942.811009725505,11881.429441006392,100.72215475414323,1363.9849311566086,16.408813877168306,865.094770495547,273.2694782698188,267767.2487544663,0,1441742.9127801964,750631.1586051743,120643.8229002704
1713355020000,19677.508029746234,8.44583786550643,92.71135788096996,1304.1535957994847,10.665583178851673,716.4804469273743,283.1810605775752,154460.60779816512,0,1426811.9383001977,1192774.2877651541,48501.752074036354
1713355050000,1221.462722247124,12667.874330827883,101.21489683966493,1339.0503277423695,18.938539928755016,561.1399146474799,279.4038312164585,225790.14200277772,0,2050879.3037284014,1759545.6702253856,31605.888468107223
1713355080000,63.64172068355922,5.777310924369748,99.73465161993875,1234.2313874546726,12.776928517648132,441.67347605817946,278.4705298164688,159159.06374501993,0,1920139.2907286459,1651044.743259721,18412.238055322716
1713355110000,925.1192235825641,26139.078022100683,101.57887086338661,1441.367642921185,16.09380388550408,632.6143041421815,261.9896324321749,276808.85837535694,0,2511150.9211155563,2122062.882888723,30112.522056970003
1713355140000,62.57730235667725,8.117706747843734,95.19941091955687,1255.2873214217038,12.076773776148373,407.0476774699247,276.23280298905826,144871.57321333414,0,2007481.9695132414,1868276.981852913,21509.69754890938
1713355170000,954.7065997334014,14026.657880548732,96.85353075972864,1392.4585792886255,13.826136335580081,589.5309025449154,290.5005574798895,229291.3357071122,0,1957837.812505513,2037900.1477029643,30980.849714648066
1713355200000,54.179302824820255,7.240216109480843,96.3384339134412,1252.5925467054285,14.03696400521373,426.3560964758969,282.0242440069,153407.73164359957,0,1659098.9636302104,1644823.9805324092,20358.027887709435
1713355230000,1923.1890614789122,0,97.65629211909695,1353.3248587547787,16.48901713679995,568.2244120669851,268.58937508898407,315050.3662694528,0,1621182.9875077854,1669762.2809261866,35353.80474675801
1713355260000,7686.531243732631,12289.2135008261,98.36139561520521,1272.605955899744,14.518805309734512,443.2894290385268,254.10214361824583,158154.13036714375,0,1378894.986695295,1319680.660092574,29795.505855792297
1713355290000,54706.46725730852,11346.746077861708,106.35428957667176,1360.9670454961106,12.975277462406451,834.1351309943312,305.9394308185448,226734.662020602,0,2101512.5659200232,1169732.175222374,161521.1779726879
1713355320000,36007.12113344707,5.405405405405405,94.48961513882604,1260.4045254295615,11.396475233017217,455.2610563942655,297.8918488791589,163135.7238857393,0,1797455.3842531634,2279327.076399102,146693.6598219737
1713355350000,42221.0266831007,17993.128335060846,97.90280602601476,1396.5469203501993,17.240671565206682,847.192921691489,265.10627134750155,240429.215567011,0,1708441.9682346487,8793079.268510897,189549.10448568797
1713355380000,35176.13283107194,5.009614411496812,102.10147400516435,1237.4536387795843,13.795142139232398,482.7366408158929,247.30092392620082,168372.23196318757,0,1684893.519529403,8282282.513359129,165926.99147029058
1713355410000,1343.3221476510066,0,94.10226735600591,1399.9490463302213,15.927189988623436,873.9828458324171,288.8547384358409,215480.4097823505,0,419937.092978834,460474.18319719954,29721.03095928016
1713355440000,104.0667207912023,11710.247702756691,109.4327816638644,1266.1077190600158,13.07433694434068,523.5277867305124,275.3509456315426,164685.43125576442,0,317968.68806346314,394483.3466901747,29571.41993409716
1713355470000,1283.9866555462886,18290.288570424458,93.53923240494515,1471.385633735841,14.93412982025708,673.9770496753737,287.6642702264652,252730.5773866369,0,1691898.4806322579,1962592.5367778975,39993.92530769637
1713355500000,105.44785623319655,8.814379536812996,95.4401876332335,1225.048612798962,14.38208403246242,494.22584677659387,267.80007025698364,319882.6965590765,0,2070680.43110777,2325901.7259978424,26271.334922526818
1713355530000,1366.165336256809,11745.92092092092,102.76231014661352,1479.269201746266,11.292751129275112,910.6280193236715,288.3753657704377,326724.12796452426,0,910418.8378150914,4668404.775274041,30301.778557770387
1713355560000,131.1582545747034,5.860953920776072,97.33570975769356,1318.9914544629705,13.671875,506.7450709097198,263.1557250968778,296311.42019326554,0,910294.9286877215,5558478.752017214,18795.9652973764
1713355590000,1153.4362890357877,0,98.62112614113016,1328.1361974200167,16.83552295343174,636.5577763689146,276.90362496275446,362577.71181380533,0,510413.9105532859,2407262.710921565,39138.02152361767
1713355620000,107.08003518029903,10429.965110335785,100.37408528706466,1233.1107917547606,13.020833333333334,506.56437582255325,303.8708370590409,328343.2949969907,0,64418.71236568637,100405.68504076567,25844.37019036047
1713355650000,1220.772158781947,15213.157809409551,99.11912441263706,1389.0455106513418,9.402914903620122,630.0157221956388,275.91017498130213,350427.8945563864,0,179427.58532320795,517570.9792042872,44159.131695196025
1713355680000,102.16157147045497,8.393075712537158,100.37261633203615,1245.6717256746292,16.12067476538661,464.8662404173426,291.2591248674022,312208.9817147758,0,61071.98815169806,102670.83790535336,24105.186131289745
1713355710000,1423.0849148081452,14388.710023610218,90.15595187405964,1461.9481453310595,13.971707292732216,722.1551757698446,236.54392817199428,371730.8606221164,0,153898.37122374438,338379.35528716655,39007.168710686296
1713355740000,77.27241916898258,4.095690216885414,108.66898333015183,1176.1796719303334,14.007003501750876,670.3145456376515,303.08993655822735,311086.41743586597,0,284647.48247630167,389883.8625681312,14858.479863868408
1713355770000,1310.9274380933412,17775.735294117647,101.50800939327615,1431.0850871125003,15.095967220185466,492.3691007278704,245.13695776448833,390900.0006646011,0,1254297.8205657722,1396805.6467049494,255986.47912885662
1713355800000,88.04581245526127,6.342088404868674,91.30931674022088,1223.3915501811398,12.909571525173664,528.8129560420003,278.61799545869195,151995.38775961116,0,1787938.494013832,1813859.4771241832,540221.4052790254
1713355830000,1440.203655543753,14682.286609240407,103.06892303997822,1348.2251560420182,14.727927833153617,615.6089193825043,273.90134897965936,277682.8358208955,0,1007544.3110746427,12533238.72209002,288440.7139821505
1713355860000,83.27581629944252,8.157211716722285,92.027703380708,1302.2098064067447,13.490508463688048,403.7533670781162,285.2899270703996,161974.17124262764,0,1038423.5469996841,32340915.134994805,28529.693875116318
1713355890000,1224.2677824267782,12064.114117980276,104.49203928641744,1348.8340070915278,12.198309662803869,527.9851296727937,265.40899735445834,230866.4522232734,0,753872.9252982337,14926844.682425054,34658.27447406395
1713355920000,74.74832214765101,6.079400657066535,97.55067579658095,1244.9546672101324,14.247913698351311,351.6097286658232,263.00606868266954,172439.45279982244,0,774944.710560199,706211.9420068676,21302.312579415502
1713355950000,1385.249366018597,19626.062560194296,95.12905414093503,1414.7200437766753,17.58904453797349,611.1500210113461,286.35511283302674,222423.18545740913,0,802059.0255313053,902331.2613741107,27865.01468897688
1713355980000,79.33952245555137,8.401489354931101,96.57833960744695,1276.2725093711426,13.354531001589825,404.5929161263905,276.664681805329,147756.93081761006,0,1084221.0417906959,1172610.5965172288,18793.41484152813
1713356010000,1224.571881284661,14754.652810581012,100.60583979636078,1351.042952502041,13.090841086539811,601.173575619913,279.97208066774135,221756.08880378195,0,1008222.9505491639,1216704.5405305023,46036.816896531825
