"Time","gitaly","gitlab-exporter","gitlab-shell","kas","minio","prometheus","registry","sidekiq","toolbox","webservice","postgresql","redis"
1713353880000,10.605817130001606,8.701493969736715,119.04992865059936,877.7185422307782,29.853542766136837,6541.994096676505,305.5221396781263,17110.057276590505,5.402485143165856,481.0211956423139,307.20723589923244,151450.9426551453
1713353910000,41.830977370624275,8720.264317180616,106.81139043847828,893.087992292514,26.844754416554267,18923.241852487135,265.175306789766,40385.632311447866,0,406.8717370223798,4911.923903526227,218642.41144050309
1713353940000,15.198049583636767,5.752446442740015,94.12810886400771,885.8254967935673,27.03642960091447,9437.399345420541,298.08384444335127,16081.697133829835,0,421.6065363731487,195.7796481710479,156153.62084637917
1713353970000,37.38243052410008,14838.117524700987,107.65208659276098,870.3613629748661,30.18421247318192,14297.179191961483,249.96067109058097,24395.516263801852,0,460.94821009496286,2784.581738655003,225587.59862143607
1713354000000,13.635295039573702,6.615012403148256,110.32218408286174,901.5303629296875,20.88291746641075,6699.693444426977,309.3922616220224,16393.271736555318,0,380.4881972433894,176.41243455018125,150044.98300840636
1713354030000,45.772751750134624,9967.890722015256,96.7077506426005,850.22820001459,29.93726382213743,16198.492536870532,283.2899447218156,46755.22138680033,0,437.7763915892808,5152.464995281695,246154.2572141076
1713354060000,37.41336594850566,21.088167965408005,160.24502313968804,962.0397116727418,52.031836190876895,9990.516866946577,334.82494699169814,22882.589285714286,0,378.167012478779,431.3989576623528,174102.183908046
1713354090000,47.405189620758485,10559.402400933279,111.97562366767761,908.3563772564132,29.37741994960359,20625.242006154596,325.03477070962526,57508.24769493535,NaN,501.1602450404838,8271.470035854532,200550.66059225512
1713354120000,19.16445623342175,10.398758857813744,121.41839625654454,768.1752171586324,38.23343468705783,14064.439786327675,293.84775414730893,26011.70182646401,4.859634659608625,384.4476933931287,1330.5763308402993,309256.7316451084
1713354150000,46.29433749382977,0,101.28755092584349,916.5270985599814,24.40556303275011,15088.393631096309,294.46098083224524,28412.927447410206,1.8822264049475668,461.5435310446868,5250.435006766772,464235.7157626301
1713354180000,16.98712589867915,8193.949674865706,103.66780126571737,896.0303488211321,24.789050829666117,6853.845233823706,307.05476136880065,23102.674797676747,1.8571087469821983,367.7835682139297,148.02165764264888,310381.8256006529
1713354210000,45.41909607457199,7748.289412217307,111.88844704428196,919.5854449616945,31.445359663008773,20880.196140461878,287.78067050928826,26366.353367953903,3.9918262605141854,429.38049795211225,4604.17509780116,362527.42173414194
1713354240000,17.65939442993267,7.272286528089206,102.17037199312233,848.6137710157824,28.54344480201483,6748.020384163073,280.9935070033754,18613.815220126584,0,434.16035380055666,171.5504195900399,298831.4868114971
1713354270000,39.99349170191995,8256.228383844305,108.1828054491721,877.1532147551983,25.498406349603147,18682.648209110605,309.1895696063606,21711.822618769642,0,507.80853582626247,3987.609828741623,372064.96162166964
1713354300000,17.95844077051418,0,107.97613432854112,900.8296441973795,34.71786833855799,7038.061855670103,307.7519838197776,27279.336231152018,1.865472764097644,378.2275071110949,182.72776650181527,322783.3333333334
1713354330000,58.746462634943924,0,107.33165215040012,883.065629681439,26.401786003170802,17902.22324541209,283.39870861838006,29833.606878030485,0,425.1266931362776,2269.7070080082335,359440.8140227651
1713354360000,17.66359802276541,0,113.50813785864207,869.7153116024879,21.92929415084452,8965.711673270343,293.242099113239,16957.342826529788,0,368.5404395625724,135.40856031128405,324179.3648877083
1713354390000,5.409392672731743,0,96.05779534599853,875.8072294903604,32.24659158269117,23779.12378502001,287.45997690354386,42887.06179968662,0,489.21020521692935,3679.103967946821,353105.58045241144
1713354420000,34.420631428990426,0,107.76424056164967,915.6552397814341,23.680315737543165,4910.34541384489,295.0921197197866,18151.353830680844,0,421.34962897638604,157.09131279489316,302050.3018108652
1713354450000,59.71501026446081,0,105.69531482757111,898.0430886606869,30.835506178437818,22625.92127160955,292.87552479527335,37162.154200913574,0,431.05854417447375,7209.152494196787,411753.85846194875
1713354480000,15.037209421272024,NaN,106.56279002933653,870.554527182162,25.214758049564303,5247.787876963824,274.6707223428338,16075.86529514951,0,348.6144228015183,166.4611980401454,296793.8247332968
1713354510000,40.379910778529286,9237.345188948873,105.9097470275598,884.0253776936133,28.41225626740947,23842.28294123853,285.223512202006,47254.663915028694,0,502.24996883794535,7559.181934384321,392281.4800145229
1713354540000,15.72533088717075,10.345908663392203,101.97914746848807,884.3526079267867,29.402226786293376,10595.60560285636,326.83813023267817,17261.85689211859,2.434020654403839,314.54462998812085,140.8476635858158,294040.9163334636
1713354570000,42.76172893136403,7789.563824203751,111.4125850826799,885.6927989415632,30.50424035237657,23564.963195153734,282.2149095171467,24643.030566542657,0,483.8361408430056,2757.17775542463,456504.6500991005
1713354600000,16.292194654456395,3.8817820908689895,111.19571456738612,915.0290021970231,26.4934188322646,5640.7754316112405,311.88231197196933,10180.51335268118,4.799725729958288,441.8684983458438,141.5045550383896,302192.387236557
1713354630000,43.47660126727231,9582.214019617895,95.38846772634872,874.2808345055139,29.160561769645856,21808.260631619614,270.7911831796093,31882.649454162645,0,387.684500626944,5225.112434666343,410357.29984301416
1713354660000,17.38280671621902,4.375207159429897,101.7866999434035,922.4969697546229,27.53245438671964,5966.74723756906,293.32290778288194,21005.246126069178,0,471.40080301097123,142.596741730908,304222.2635144793
1713354690000,56.56895824546605,9707.845453011641,111.86227327506992,872.6812378690032,31.73056097032705,23681.824541765774,344.4270958546757,24227.15086889715,NaN,300.6862523908482,2674.415698037745,368006.0983934829
1713354720000,17.201658731377666,8.028879068898986,106.51591825383866,898.8934112315953,27.6702786377709,12844.93361012103,296.9946677036547,8966.119471044232,3.580460913301696,540.3881378134413,396.77400364984993,235852.27372294755
1713354750000,50.10644169360562,0,115.72167578760249,849.2261490847663,29.266389177939647,16228.969636635142,303.868453784929,24689.4490959835,0,303.54571853759137,3798.716218680477,235827.7753206546
1713354780000,15.001027467634769,5891.152382528127,96.41848812765713,903.8442354640553,30.28391167192429,7192.270690745169,282.5396539679116,18455.55329831384,0,482.9846025655969,145.35343347054493,152315.00595474395
1713354810000,38.785336602369064,11363.157693921936,105.86260925640435,908.3776279535462,30.576852866009492,18839.80347380804,303.44852658395746,27551.37962248969,4.772076535017952,5169.063874786435,8891.764847681321,183580.03405704553
1713354840000,157.08788480635553,19.578869597340226,114.70493174882017,876.6017012824605,31.6080309449254,5327.91796645767,331.36772006187437,20013.4240120905,3.0627871362940278,641382.44915996,648346.5547422024,208964.84766338617
1713354870000,116.34076419494245,6678.415339066685,233.72984640443133,987.0540681599972,79.32030586236193,44034.60912052117,361.34721082762917,40237.86309161081,44.855504993794696,782281.4817608758,713593.437520694,228909.18107990825
1713354900000,28.90173410404624,13.324849346857807,124.14329873106011,923.9640691605537,32.41627959853185,5940.402529407765,345.87878071268165,13269.190889913833,12.105088127702029,788789.1891709284,640498.6608362941,152757.3888249164
1713354930000,74.22599314491207,9478.507980805227,112.58754396567096,893.1022714938099,28.799238367249792,23898.89205649864,292.3888983301448,22917.047016772067,5.286855482933915,800735.5437434147,733773.1965414892,243013.2334280017
1713354960000,78336.43780594954,11.067244838521779,119.85498013825332,948.1157383627952,39.85239852398524,9084.484498416785,306.36492796746654,18053.09158793913,5.967095729264343,677822.3706797711,520806.8370739817,374867.5813112181
1713354990000,176807.5926551763,7797.98620269859,194.85584401005298,910.336002475459,53.05516486951086,44881.19433660654,408.30467944711654,55731.06537164713,0,911027.5749274945,404253.91826021747,553909.4724946523
