Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
api_v4_groups,36,35.79,28.80,75.51,89.11,200,94.92,100.00,99,Passed
api_v4_groups_group,36,35.37,1.44,214.69,240.78,24000,258.41,100.00,20,Passed
api_v4_groups_group_subgroups,36,35.81,28.80,86.42,101.50,200,107.69,100.00,99,Passed
api_v4_groups_issues,36,16.85,5.76,1965.10,2281.27,8000,2374.58,100.00,99,Passed
api_v4_groups_merge_requests,36,35.3,2.88,240.86,273.11,17500,297.00,100.00,99,Passed
api_v4_groups_projects,36,35.25,1.44,239.74,270.82,22000,300.74,100.00,30,Passed
api_v4_projects,36,16.92,4.32,1928.08,2849.95,7000,3303.25,99.61,99,Passed
api_v4_projects_deploy_keys,36,35.83,28.80,58.44,68.82,200,82.31,100.00,99,Passed
api_v4_projects_issues,36,35.34,28.80,213.19,239.08,1000,250.22,100.00,99,Passed
api_v4_projects_issues_issue,36,35.17,28.80,270.79,339.31,2600,406.27,100.00,99,Passed
api_v4_projects_issues_search,36,35.94,28.80,43.37,46.36,800,51.50,1.39,99,FAILED
api_v4_projects_languages,36,35.88,28.80,55.22,66.17,200,71.24,100.00,99,Passed
api_v4_projects_merge_requests,36,35.56,28.80,140.58,165.43,400,200.53,100.00,99,Passed
api_v4_projects_merge_requests_merge_request,36,33.76,14.40,458.30,810.25,3500,1365.55,99.85,99,Passed
api_v4_projects_merge_requests_merge_request_commits,36,35.67,28.80,119.35,139.62,200,148.39,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_diffs,36,35.73,28.80,100.22,118.67,200,128.41,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_discussions,36,35.3,28.80,188.23,214.98,400,234.13,100.00,99,Passed
api_v4_projects_merge_requests_search,36,35.87,8.64,61.93,69.87,5000,78.49,1.39,99,FAILED
api_v4_projects_project,36,35.6,28.80,122.65,143.59,200,151.64,100.00,99,Passed
api_v4_projects_project_pipelines,36,35.74,28.80,78.43,92.53,200,99.75,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline,36,35.67,28.80,79.79,94.02,200,100.51,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline_jobs,36,33.68,5.76,877.87,1174.54,2000,1245.57,100.00,99,Passed
api_v4_projects_project_services,36,35.88,28.80,53.35,63.26,200,69.09,100.00,99,Passed
api_v4_projects_releases,36,35.55,28.80,109.31,130.80,200,139.27,100.00,99,Passed
api_v4_projects_repository_branches,36,35.65,28.80,58.89,71.59,200,85.22,100.00,99,Passed
api_v4_projects_repository_branches_branch,36,35.67,28.80,106.97,121.38,200,132.39,100.00,99,Passed
api_v4_projects_repository_branches_search,36,35.72,28.80,56.23,68.11,200,73.53,100.00,99,Passed
api_v4_projects_repository_commits,36,35.75,28.80,99.99,115.55,200,124.23,100.00,99,Passed
api_v4_projects_repository_commits_commit,36,35.7,28.80,93.32,107.64,200,113.85,100.00,99,Passed
api_v4_projects_repository_commits_commit_diff,36,35.14,28.80,307.14,534.57,200,816.47,99.90,99,FAILED
api_v4_projects_repository_compare,36,35.24,28.80,120.08,108.48,200,236.06,99.95,99,Passed
api_v4_projects_repository_files_file,36,35.7,28.80,99.10,113.17,200,121.22,100.00,99,Passed
api_v4_projects_repository_files_file_blame,36,5.36,0.29,6146.30,7054.44,35000,7505.61,100.00,15,Passed
api_v4_projects_repository_files_file_raw,36,35.67,28.80,105.06,120.73,200,130.08,100.00,99,Passed
api_v4_projects_repository_tags,36,35.62,28.80,117.21,133.95,200,141.14,100.00,99,Passed
api_v4_projects_repository_tree,36,35.68,28.80,102.29,117.86,200,126.16,100.00,99,Passed
api_v4_user,36,35.75,28.80,55.18,65.23,200,69.94,100.00,99,Passed
api_v4_users,36,35.8,28.80,70.33,84.20,300,90.21,100.00,99,Passed
git_clone,2,1.73,0.05,127.65,169.90,800,195.91,100.00,99,Passed
git_ls_remote,4,4.01,2.88,79.12,90.19,200,105.50,100.00,99,Passed
git_pull,4,4.0,2.88,114.79,163.76,400,171.09,100.00,99,Passed
web_group,4,3.99,2.88,226.94,273.93,500,325.27,100.00,99,Passed
web_group_issues,4,3.99,2.88,232.48,267.14,500,276.97,100.00,99,Passed
web_group_merge_requests,4,3.89,2.88,391.20,433.29,800,451.78,100.00,99,Passed
web_project,4,3.88,2.88,376.85,411.92,800,437.28,100.00,99,Passed
web_project_branches,4,3.85,2.88,518.33,557.92,900,579.15,100.00,99,Passed
web_project_branches_search,4,3.69,2.88,875.37,936.71,1600,961.84,100.00,99,Passed
web_project_commit,4,3.84,1.15,630.67,1809.81,3500,1871.93,100.00,99,Passed
web_project_commits,4,3.86,2.88,582.00,619.39,1000,653.67,100.00,99,Passed
web_project_file_blame,4,1.7,0.58,2086.32,2156.30,2400,2469.52,100.00,99,Passed
web_project_file_rendered,4,3.89,2.30,569.41,611.51,1700,1369.50,100.00,99,Passed
web_project_file_source,4,3.82,1.15,749.60,990.43,4000,1794.66,100.00,99,Passed
web_project_files,4,3.94,2.88,210.16,338.16,1200,368.99,100.00,99,Passed
web_project_issue,4,3.96,2.88,316.72,548.26,2000,619.79,100.00,99,Passed
web_project_issues,4,3.98,2.88,264.36,300.10,700,318.54,100.00,99,Passed
web_project_issues_search,4,3.98,2.88,265.73,298.19,700,316.45,100.00,99,Passed
web_project_merge_request,4,3.55,2.88,682.41,1790.19,2800,1880.34,100.00,99,Passed
web_project_merge_request_changes,4,3.75,2.88,559.60,762.96,1500,797.97,100.00,99,Passed
web_project_merge_request_commits,4,3.52,1.73,939.22,1049.77,1950,1787.55,100.00,99,Passed
web_project_merge_requests,4,3.91,2.88,408.97,446.34,900,469.07,100.00,99,Passed
web_project_merge_requests_search,4,3.91,2.88,415.82,458.36,700,472.40,100.00,99,Passed
web_project_pipelines,4,3.96,2.30,350.96,446.44,600,492.21,100.00,99,Passed
web_project_pipelines_pipeline,4,3.93,2.88,419.07,962.12,2500,1014.53,100.00,99,Passed
web_project_repository_compare,4,1.15,0.14,3126.00,3332.24,7500,3481.67,100.00,99,Passed
web_project_tags,4,3.76,2.30,751.04,789.34,1500,1568.20,100.00,99,Passed
web_user,4,3.96,1.73,282.62,379.50,4000,395.02,100.00,99,Passed
