Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
web_project_branches,1,1.01,0.32,536.71,571.53,900,601.35,100.00,99,Passed
web_project_branches_search,1,0.97,0.32,926.56,977.77,1600,1281.78,100.00,99,Passed
web_project_commit,1,0.84,0.13,629.45,1778.14,3500,1796.90,100.00,99,Passed
web_project_commits,1,1.01,0.32,589.53,666.92,1000,673.29,100.00,99,Passed
web_project_file_blame,1,0.47,0.06,2101.59,2170.56,2400,2496.46,100.00,99,Passed
web_project_file_rendered,1,1.0,0.26,547.59,616.30,1700,749.25,100.00,99,Passed
web_project_file_source,1,0.9,0.13,816.82,1633.42,4000,1789.85,100.00,99,Passed
web_project_files,1,1.01,0.32,243.65,393.40,1200,518.71,100.00,99,Passed
web_project_issue,1,1.0,0.32,358.37,575.52,2000,624.56,100.00,99,Passed
web_project_issues,1,1.01,0.32,290.36,341.49,700,361.32,100.00,99,Passed
web_project_issues_search,1,1.01,0.32,273.26,311.15,700,322.02,100.00,99,Passed
web_project_merge_request,1,0.87,0.32,691.52,1769.51,2800,1842.36,100.00,99,Passed
web_project_merge_request_changes,1,0.95,0.32,613.49,786.39,1500,1215.98,100.00,99,Passed
web_project_merge_request_commits,1,0.96,0.19,940.84,1018.63,1950,1175.54,100.00,99,Passed
web_project_merge_requests,1,1.01,0.32,406.32,477.23,900,507.75,100.00,99,Passed
web_project_merge_requests_search,1,1.01,0.32,425.32,471.84,700,490.70,100.00,99,Passed
web_project_pipelines,1,1.01,0.26,371.55,469.00,600,483.40,100.00,99,Passed
web_project_pipelines_pipeline,1,1.01,0.32,428.57,973.87,2500,1048.76,100.00,99,Passed
web_project_repository_compare,1,0.31,0.02,3147.12,4014.69,7500,4253.05,100.00,99,Passed
web_project_tags,1,0.98,0.26,741.10,784.30,1500,806.86,100.00,99,Passed
web_user,1,1.01,0.19,289.08,400.04,4000,414.67,100.00,99,Passed
