Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
api_v4_user,10,10.0,8.00,64.84,75.02,200,82.10,100.00,99,Passed
api_v4_users,10,10.0,8.00,82.02,96.62,300,102.75,100.00,99,Passed
git_clone,1,0.86,0.01,150.42,200.46,800,296.86,100.00,99,Passed
git_ls_remote,1,1.02,0.80,88.47,125.62,200,139.84,100.00,99,Passed
git_pull,1,1.01,0.80,126.60,192.71,400,207.78,100.00,99,Passed
web_group,1,1.01,0.80,226.99,266.78,500,315.35,100.00,99,Passed
web_group_issues,1,1.01,0.80,260.01,330.58,500,362.99,100.00,99,Passed
web_group_merge_requests,1,1.01,0.80,429.23,489.78,800,508.33,100.00,99,Passed
web_project,1,1.01,0.80,426.13,494.04,800,573.40,100.00,99,Passed
web_project_branches,1,1.01,0.80,575.45,663.92,900,691.39,100.00,99,Passed
web_project_branches_search,1,0.98,0.80,946.74,1037.91,1600,1058.44,100.00,99,Passed
web_project_commit,1,0.87,0.32,675.46,1826.17,3500,1886.31,100.00,99,Passed
web_project_commits,1,0.99,0.80,651.02,745.26,1000,791.80,100.00,99,Passed
web_project_file_blame,1,0.46,0.16,2161.47,2218.20,2400,2354.12,100.00,99,Passed
web_project_file_rendered,1,0.96,0.64,622.65,773.52,1700,1399.49,100.00,99,Passed
web_project_file_source,1,0.96,0.32,742.84,976.32,4000,1091.64,100.00,99,Passed
web_project_files,1,1.01,0.80,267.53,459.95,1200,615.09,100.00,99,Passed
web_project_issue,1,1.01,0.80,348.30,627.50,2000,659.17,100.00,99,Passed
web_project_issues,1,1.01,0.80,312.85,363.20,700,375.62,100.00,99,Passed
web_project_issues_search,1,1.01,0.80,311.75,362.53,700,383.87,100.00,99,Passed
web_project_merge_request,1,0.86,0.80,728.42,1858.46,2800,2099.61,100.00,99,Passed
web_project_merge_request_changes,1,0.93,0.80,690.83,871.39,1500,1614.43,100.00,99,Passed
web_project_merge_request_commits,1,0.94,0.48,1002.64,1155.32,1950,1254.87,100.00,99,Passed
web_project_merge_requests,1,1.01,0.80,467.18,548.64,900,810.27,100.00,99,Passed
web_project_merge_requests_search,1,1.0,0.80,471.06,560.21,700,621.19,100.00,99,Passed
web_project_pipelines,1,1.01,0.64,366.97,516.70,600,541.43,100.00,99,Passed
web_project_pipelines_pipeline,1,1.0,0.80,473.40,1049.31,2500,1085.03,100.00,99,Passed
web_project_repository_compare,1,0.31,0.04,3221.67,3676.17,7500,3754.88,100.00,99,Passed
web_project_tags,1,0.98,0.64,789.50,864.30,1500,1033.84,100.00,99,Passed
web_user,1,1.01,0.48,328.10,430.76,4000,465.15,100.00,99,Passed
