Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
api_v4_projects_repository_branches_search,32,31.74,25.60,58.23,67.81,200,75.45,100.00,99,Passed
api_v4_projects_repository_commits,32,31.72,25.60,100.68,115.21,200,120.97,100.00,99,Passed
api_v4_projects_repository_commits_commit,32,31.72,25.60,94.72,108.85,200,114.44,100.00,99,Passed
api_v4_projects_repository_commits_commit_diff,32,31.4,25.60,239.25,415.89,200,538.27,99.94,99,FAILED
api_v4_projects_repository_compare,32,31.34,25.60,108.01,110.14,200,135.02,100.00,99,Passed
api_v4_projects_repository_files_file,32,31.76,25.60,100.49,113.02,200,122.33,100.00,99,Passed
api_v4_projects_repository_files_file_blame,32,5.32,0.26,5550.81,6374.47,35000,6698.43,100.00,15,Passed
api_v4_projects_repository_files_file_raw,32,31.71,25.60,105.30,119.39,200,128.39,100.00,99,Passed
api_v4_projects_repository_tags,32,31.67,25.60,116.49,133.58,200,145.45,100.00,99,Passed
api_v4_projects_repository_tree,32,31.75,25.60,104.85,120.16,200,129.09,100.00,99,Passed
api_v4_user,32,31.83,25.60,57.18,66.19,200,71.89,100.00,99,Passed
api_v4_users,32,31.8,25.60,71.93,86.22,300,91.46,100.00,99,Passed
git_clone,2,1.8,0.04,131.69,179.97,800,195.13,100.00,99,Passed
git_ls_remote,4,4.01,2.56,77.82,91.42,200,108.97,100.00,99,Passed
git_pull,4,4.01,2.56,114.24,167.37,400,174.91,100.00,99,Passed
web_group,4,3.99,2.56,218.76,258.98,500,279.06,100.00,99,Passed
web_group_issues,4,3.99,2.56,240.41,272.20,500,290.86,100.00,99,Passed
web_group_merge_requests,4,3.88,2.56,405.36,455.63,800,490.24,100.00,99,Passed
web_project,4,3.85,2.56,393.72,430.16,800,484.28,100.00,99,Passed
web_project_branches,4,3.85,2.56,520.46,581.24,900,607.00,100.00,99,Passed
web_project_branches_search,4,3.7,2.56,888.98,979.69,1600,1005.42,100.00,99,Passed
web_project_commit,4,3.83,1.02,636.45,1843.69,3500,1889.96,100.00,99,Passed
web_project_commits,4,3.81,2.56,590.43,631.39,1000,754.31,100.00,99,Passed
web_project_file_blame,4,1.76,0.51,2046.40,2126.22,2400,2274.25,100.00,99,Passed
web_project_file_rendered,4,3.86,2.05,562.89,600.47,1700,1354.65,100.00,99,Passed
web_project_file_source,4,3.79,1.02,726.84,964.85,4000,1701.31,100.00,99,Passed
web_project_files,4,3.94,2.56,206.96,332.80,1200,381.94,100.00,99,Passed
web_project_issue,4,3.94,2.56,310.62,551.02,2000,590.03,100.00,99,Passed
web_project_issues,4,3.98,2.56,265.84,304.77,700,321.79,100.00,99,Passed
web_project_issues_search,4,3.99,2.56,260.46,297.73,700,306.15,100.00,99,Passed
web_project_merge_request,4,3.64,2.56,661.62,1767.90,2800,1837.29,100.00,99,Passed
web_project_merge_request_changes,4,3.87,2.56,571.84,752.50,1500,810.82,100.00,99,Passed
web_project_merge_request_commits,4,3.46,1.54,961.06,997.65,1950,1774.11,100.00,99,Passed
web_project_merge_requests,4,3.91,2.56,395.75,432.37,900,459.92,100.00,99,Passed
web_project_merge_requests_search,4,3.91,2.56,405.90,455.58,700,478.04,100.00,99,Passed
web_project_pipelines,4,3.94,2.05,344.25,449.97,600,507.10,100.00,99,Passed
web_project_pipelines_pipeline,4,3.9,2.56,423.84,966.95,2500,1024.54,100.00,99,Passed
web_project_repository_compare,4,1.13,0.13,3256.09,3875.85,7500,4117.02,100.00,99,Passed
web_project_tags,4,3.73,2.05,733.11,786.46,1500,966.11,100.00,99,Passed
web_user,4,3.96,1.54,292.32,393.41,4000,428.78,100.00,99,Passed
