timestamp,certificates,gitaly,gitlab-exporter,gitlab-shell,gitlab-workhorse,kas,metrics,minio,postgresql,prometheus-server,prometheus-server-configmap-reload,redis,registry,sidekiq,toolbox,webservice,dependencies,configure
1727792520,,386854912,32075776,18214912,76279808,79785984,13635584,10436608,331579392,1709682688,4345856,57212928,27996160,1573216256,1191936,8933117952,,
1727792550,,348295168,32079872,18214912,75247616,79785984,14499840,10436608,330145792,1716297728,4345856,57212928,27734016,1573216256,1191936,8775405568,,
1727792580,,349118464,31735808,18124800,75239424,80449536,14700544,10436608,330526720,1716297728,4341760,57929728,27570176,1593274368,1191936,8668459008,,
1727792610,,349519872,32108544,17879040,75792384,80449536,14700544,10444800,332906496,1716310016,4345856,57180160,27611136,1570336768,1191936,8676306944,,
1727792640,,335532032,31735808,18477056,75816960,80449536,13484032,10444800,332906496,1716301824,4345856,57180160,27615232,1592131584,1191936,8671944704,,
1727792670,,367435776,31735808,18698240,76611584,80478208,13488128,10444800,334069760,1722896384,4345856,58175488,27623424,1597911040,1191936,8675610624,,
1727792700,,367435776,32022528,17809408,76922880,80719872,13488128,10444800,327639040,1722900480,4345856,56938496,27201536,1597911040,1191936,8675610624,,
1727792730,,372338688,32075776,17809408,73711616,79753216,13348864,10444800,327639040,1722900480,4345856,57176064,27201536,1590898688,1191936,8642715648,,
1727792760,,378388480,31735808,19431424,74227712,79761408,13418496,10444800,327622656,1722908672,4345856,57233408,27189248,1577852928,1191936,8620654592,,
1727792790,,361349120,32079872,18223104,75227136,79736832,13434880,10444800,327622656,1722937344,4345856,57516032,27193344,1577852928,1191936,8694013952,,
1727792820,,361349120,31735808,18087936,76230656,79790080,13451264,10444800,320368640,1722937344,4345856,57528320,27254784,1595604992,1191936,8679493632,,
1727792850,,398815232,32063488,17821696,75235328,79790080,12910592,10313728,320368640,1710923776,4341760,57528320,27258880,1595117568,1191936,8715198464,,
1727792880,,398815232,32063488,17833984,75194368,79790080,13041664,10383360,271204352,1710919680,4341760,56975360,27258880,1575620608,1191936,9010417664,,
1727792910,,393461760,32079872,17969152,94232576,80052224,13041664,10379264,282148864,1710919680,4341760,56844288,27262976,1595555840,1191936,9478242304,,
1727792940,,429215744,31731712,17539072,107659264,80457728,13213696,10379264,301182976,1710952448,4341760,56844288,27258880,1581879296,1191936,10148048896,,
1727792970,,429215744,32075776,17539072,107683840,80453632,13213696,10379264,301182976,1710952448,4345856,57368576,27303936,1599578112,1191936,12618661888,,
1727793000,,355393536,31731712,18157568,107651072,80453632,13680640,10403840,408137728,1711067136,4354048,57368576,27578368,1582252032,1191936,13173121024,,
1727793030,,355131392,32083968,18137088,107913216,80461824,13680640,10403840,447045632,1757999104,4345856,57180160,27312128,1595727872,1191936,13396025344,,
1727793060,,355131392,31731712,17907712,109223936,80461824,13692928,10403840,397377536,1758736384,4345856,57020416,27312128,1579122688,1191936,13532958720,,
1727793090,,321921024,32034816,18182144,109207552,80461824,13692928,10403840,398454784,1758736384,4349952,57020416,27369472,1591984128,1191936,13406171136,,
1727793120,,321662976,31731712,17661952,109207552,80449536,13021184,10403840,398454784,1759019008,4349952,57098240,27381760,1578418176,1191936,10590261248,,
1727793150,,321667072,31731712,17682432,82825216,80719872,13021184,10403840,427851776,1759248384,4349952,57278464,27385856,1601007616,1191936,10552999936,,
1727793180,,321007616,32059392,17678336,81223680,80977920,13803520,10403840,427855872,1759326208,4374528,57053184,27389952,2118160384,1191936,10539503616,,3072000
1727793210,,321007616,32026624,17702912,76267520,80449536,13787136,10403840,427855872,1759363072,4374528,57282560,27512832,2118160384,1191936,10511482880,,3072000
1727793240,,270278656,31731712,18751488,76263424,80449536,14626816,10403840,422535168,1764618240,4374528,57282560,27516928,2850836480,1191936,10503884800,,3072000
1727793270,,269758464,32063488,18751488,72757248,80453632,14626816,10403840,422535168,1772937216,4374528,58376192,27516928,2900561920,1191936,10492055552,,3072000
1727793300,,270282752,32063488,18452480,72757248,80453632,14974976,10403840,391888896,1772937216,4374528,57651200,27521024,2891845632,1191936,10474561536,,3072000
1727793330,,268644352,31735808,18460672,72568832,80449536,14979072,10403840,318189568,1784406016,4374528,57651200,27525120,2920738816,1191936,10486968320,,3072000
1727793360,,268644352,31735808,18460672,72564736,80453632,13094912,10403840,320483328,1784700928,4366336,57016320,27574272,2888646656,1191936,9145159680,,3072000
1727793390,,269828096,32026624,17756160,72560640,80453632,13099008,10403840,321187840,1784750080,4366336,57339904,27570176,2908946432,1191936,9164238848,,3072000
1727793420,,269869056,31731712,18751488,72568832,80453632,13414400,10403840,321187840,1784893440,4366336,57614336,27574272,2889924608,1191936,9150926848,,3072000
1727793450,,269869056,32026624,18403328,72593408,80482304,13414400,10403840,325533696,1784893440,4370432,57614336,27590656,2930405376,1191936,9162240000,,3072000
1727793480,,269033472,31731712,17879040,72593408,80453632,13414400,10338304,283967488,1784922112,4370432,57487360,27336704,2893221888,1191936,9145167872,,
1727793510,,269029376,32030720,18714624,72597504,80453632,13172736,10338304,286470144,1790701568,4366336,57487360,27332608,2927947776,1191936,9168990208,,
1727793540,,269062144,31735808,17891328,72597504,80449536,13398016,10338304,286572544,1790767104,4366336,57888768,27332608,2884235264,1191936,9143701504,,
1727793570,,269078528,32030720,18903040,41852928,80711680,13422592,10338304,286572544,1790767104,4370432,57434112,27570176,2930581504,1191936,5019348992,,
1727793600,,269078528,31731712,18649088,41689088,80453632,14323712,10338304,290709504,1790816256,4370432,57020416,27574272,2895585280,1191936,5006389248,,
1727793630,,269033472,32026624,18685952,41656320,80715776,14323712,10338304,294379520,1790820352,4370432,57266176,27578368,2910457856,1191936,5004025856,,
1727793660,,269295616,31744000,18698240,41656320,80715776,14663680,10338304,294334464,1791635456,4374528,57266176,27582464,2909777920,1191936,5004189696,,
1727793690,,268836864,32034816,18604032,41684992,80769024,14684160,10338304,294334464,1790877696,4374528,57360384,27414528,2927538176,1191936,5036228608,,
1727793720,,269029376,32034816,18341888,41697280,80769024,14684160,10338304,296611840,1791401984,4378624,57393152,27414528,2919993344,1191936,5020495872,,
1727793750,,269099008,32026624,18280448,41701376,80490496,14741504,10305536,295575552,1791401984,4378624,57110528,27394048,2905661440,1191936,5016145920,,
1727793780,,268918784,32026624,18300928,41701376,80482304,13688832,10469376,296415232,1757835264,4378624,57098240,27389952,2904358912,1191936,5030985728,,
1727793810,,268972032,32018432,18812928,41693184,81006592,14520320,10469376,294014976,1764290560,4378624,57884672,27414528,2909884416,1191936,5036699648,,
1727793840,,268386304,31735808,18550784,41730048,81010688,13725696,10469376,293916672,1770852352,4378624,57098240,27418624,2931544064,1191936,5020241920,,
1727793870,,268386304,32026624,17682432,41738240,81022976,13725696,10469376,293916672,1784037376,4378624,57090048,27418624,2924281856,1191936,5035225088,,
1727793900,,268541952,31735808,17879040,41738240,80748544,13688832,10469376,294502400,1759887360,4374528,57245696,27435008,2924281856,1191936,5029085184,,
1727793930,,268025856,32038912,18317312,41742336,80482304,12832768,10469376,294506496,1759887360,4395008,57458688,27602944,2927820800,1191936,5030252544,,
1727793960,,268025856,32038912,18112512,47149056,80482304,12898304,10469376,326766592,1759956992,4395008,57458688,27586560,2908430336,1191936,5548482560,,
1727793990,3940352,268029952,32022528,17547264,85159936,79642624,12902400,10469376,259170304,1760223232,4399104,56541184,27586560,2921259008,1191936,6323720192,,
1727794020,3940352,268029952,32022528,17809408,88051712,79630336,12922880,10469376,296587264,1760342016,4399104,57147392,27590656,2910007296,1191936,7546970112,,
1727794050,3940352,268701696,32071680,17813504,90705920,79654912,12918784,10469376,278863872,1760342016,4399104,56881152,27602944,2922803200,1191936,9087971328,,
1727794080,3940352,391864320,31731712,17551360,90746880,79654912,13361152,10469376,361480192,1784389632,4395008,57552896,27447296,2908180480,1191936,10580504576,,
1727794110,3940352,391249920,32018432,17534976,104968192,79634432,13361152,10469376,398667776,1833107456,4395008,57552896,27455488,2930569216,1191936,10857156608,,
1727794140,3940352,341385216,32018432,17793024,123334656,79818752,13733888,10469376,453021696,1875066880,4390912,57077760,27459584,2911580160,1191936,12779896832,,
1727794170,3940352,342978560,31731712,17539072,164540416,80080896,13733888,10469376,461115392,1875206144,4390912,57077760,27459584,2908487680,1191936,16096854016,,
1727794200,3940352,342048768,31735808,17534976,171454464,80080896,14721024,10469376,487047168,1875746816,4403200,57360384,27328512,2908487680,1191936,18686283776,,
1727794230,3940352,342048768,32063488,17604608,181825536,79818752,14721024,10403840,487985152,1947475968,4403200,57470976,27336704,1584578560,1191936,18941734912,,
1727794260,10342400,342048768,31731712,17686528,185831424,79822848,14663680,10403840,487985152,2004189184,4390912,57405440,27336704,1606193152,1191936,19298082816,119537664,
1727794290,6402048,280444928,32059392,17805312,221253632,79831040,14663680,10403840,579067904,2005073920,4390912,57495552,27336704,1603682304,1191936,19511635968,119537664,
1727794320,6402048,280866816,31735808,18329600,222011392,79818752,13037568,10436608,630947840,2005106688,4399104,57495552,27275264,1603682304,1191936,19597852672,119537664,
1727794350,6402048,279552000,32083968,18137088,224165888,79822848,13037568,10436608,634179584,2005372928,4407296,57520128,27262976,1605455872,1191936,19818725376,119537664,
1727794380,6402048,279552000,31735808,17809408,225497088,79822848,13316096,10436608,620785664,2005372928,4403200,58839040,27262976,1605455872,1191936,20113481728,119537664,
1727794410,6402048,395890688,32071680,17903616,226131968,79839232,13316096,10436608,625213440,1987551232,4403200,58839040,27262976,1605476352,1191936,21444595712,119537664,
1727794440,6402048,370651136,31735808,17899520,227123200,79822848,13639680,10436608,646164480,1987600384,4403200,58793984,27312128,1586147328,1191936,21785362432,119537664,
1727794470,6402048,354447360,32075776,17707008,228139008,79822848,13639680,10436608,646164480,1987739648,4399104,59723776,27316224,1600782336,1191936,22019084288,119537664,
1727794500,6402048,355901440,31731712,17707008,226652160,79839232,13238272,10436608,659021824,1987739648,4399104,58781696,27320320,1586200576,1191936,22101839872,119537664,
1727794530,6402048,355373056,31731712,17842176,226795520,79839232,13238272,10436608,656736256,1987768320,4403200,58257408,27320320,1586200576,1191936,23117139968,119537664,
1727794560,,301649920,31731712,18100224,226168832,79818752,13606912,10436608,684576768,1987764224,4403200,58265600,27422720,1607241728,1191936,23772934144,,
1727794590,,302317568,32092160,17641472,226643968,79818752,13606912,10436608,671600640,1987887104,4411392,58265600,27463680,1602928640,1191936,24341262336,,
1727794620,,302977024,32092160,17907712,227143680,79839232,13676544,10436608,671600640,1987981312,4411392,58413056,27459584,1602928640,1191936,24773099520,,
1727794650,,302952448,32055296,17907712,227082240,79822848,13676544,10436608,708071424,1987981312,4411392,58970112,27459584,1587470336,1191936,26813779968,,
1727794680,,274096128,31735808,17645568,233263104,79822848,13758464,10436608,716038144,1988026368,4411392,58884096,27566080,1589596160,1191936,27818967040,,
1727794710,,274362368,32022528,17707008,237711360,79818752,13758464,10371072,725409792,1994870784,4435968,59244544,27566080,1611390976,1191936,28150935552,,
1727794740,,274362368,32022528,17854464,237428736,79818752,13758464,10371072,725409792,1994956800,4435968,59244544,27566080,1611390976,1191936,28014342144,,
1727794770,,274763776,32075776,17846272,237277184,79822848,13619200,10371072,722345984,1995001856,4435968,59138048,27570176,1580879872,1191936,27533754368,,
1727794800,,275070976,31735808,17846272,239013888,79831040,13058048,10371072,704708608,1995022336,4435968,59039744,27602944,1566265344,1191936,27342417920,,
1727794830,,270548992,32018432,17969152,239378432,79831040,13062144,10371072,635404288,1995022336,4435968,61427712,27602944,1575837696,1191936,27280175104,,
1727794860,3645440,270548992,32018432,17575936,241287168,79831040,14053376,10371072,635064320,2186113024,4435968,58912768,27598848,2041982976,1191936,27414773760,,
1727794890,3645440,271212544,31735808,17825792,242302976,79831040,14053376,10371072,635064320,2186919936,4431872,58912768,27598848,2049929216,1191936,27160125440,,
1727794920,3645440,269914112,32075776,17567744,242790400,79933440,12197888,10371072,629825536,2186772480,4431872,60108800,27611136,2722115584,1191936,26835091456,,
1727794950,3645440,269676544,31731712,17567744,244621312,79933440,12222464,10371072,648413184,2186772480,4431872,60256256,27709440,2876764160,1191936,27216543744,,
1727794980,3645440,269717504,32022528,18350080,243929088,79941632,12603392,10371072,633937920,1721360384,4431872,60256256,27701248,2886754304,1191936,27541573632,,
1727795010,3645440,269717504,31731712,17829888,243007488,79949824,12619776,10371072,645382144,1757171712,4431872,59695104,27705344,2883981312,1191936,27668099072,,
1727795040,3645440,269713408,32067584,17817600,243732480,80666624,12619776,10371072,643698688,1759477760,4431872,59826176,27709440,2874503168,1191936,27064188928,,
1727795070,3645440,269582336,32075776,17817600,242819072,80666624,12763136,10371072,655376384,1774833664,4440064,59949056,27717632,2890031104,1191936,26966355968,,
1727795100,3645440,269582336,31731712,17907712,243929088,80662528,12898304,10371072,655368192,1639223296,4435968,59949056,27357184,2880700416,1191936,27245420544,,
1727795130,3645440,270245888,32018432,18001920,243269632,80666624,12902400,10371072,665055232,1645211648,4435968,60198912,27348992,2890469376,1191936,27638927360,,
1727795160,,270245888,32018432,18010112,244068352,80662528,13926400,10371072,654774272,1645211648,4431872,60772352,27348992,2897190912,1191936,27301666816,,
1727795190,,272240640,32055296,17502208,243396608,80662528,12820480,10371072,668499968,1646419968,4431872,60772352,27394048,2899951616,1191936,27002769408,,
1727795220,,272240640,31735808,17551360,244416512,79745024,12976128,10375168,668499968,1595408384,4440064,61140992,27402240,2887262208,1191936,27001241600,,
1727795250,,272240640,32083968,17575936,245075968,79745024,12976128,10371072,670453760,1603522560,4435968,61169664,27398144,2891661312,1191936,26991497216,,
1727795280,,274071552,32083968,18284544,245514240,80007168,13520896,10371072,664354816,1604468736,4435968,61169664,27402240,2895486976,1191936,27278368768,,
1727795310,,274071552,31735808,18755584,245649408,80007168,13520896,10371072,662790144,1605427200,4435968,62160896,27250688,2898554880,1191936,27627540480,,
1727795340,,274067456,31731712,18808832,246353920,80003072,14344192,10371072,598913024,1596850176,4444160,61657088,27295744,2914934784,1191936,27822206976,,
1727795370,,284241920,32391168,18325504,247332864,79998976,14344192,10371072,573804544,1598169088,4444160,61435904,27299840,2869637120,1191936,27741683712,,
1727795400,,281497600,32391168,18587648,246886400,80662528,14770176,10371072,585715712,1599275008,4448256,61005824,27320320,2922504192,1191936,27362455552,,
1727795430,,281497600,32055296,18747392,246845440,80666624,14770176,10371072,596021248,1599275008,4435968,60788736,27353088,2898128896,1191936,27107012608,,
1727795460,,282165248,32350208,18751488,246861824,80666624,13746176,10375168,596021248,1617408000,4440064,60231680,27353088,2898128896,1191936,27099648000,,
1727795490,,282427392,32362496,18890752,246571008,80666624,13750272,10371072,602746880,1618841600,4440064,60231680,27357184,2910384128,1191936,27069911040,,
1727795520,,282427392,32362496,19152896,247173120,80670720,13750272,10371072,602746880,1627672576,4440064,60403712,27361280,2900475904,1191936,27365904384,,
1727795550,,281710592,32059392,18386944,247029760,80666624,13688832,10371072,604913664,1636454400,4435968,60284928,27447296,2881523712,1191936,27597676544,,
1727795580,,282116096,32362496,18407424,247492608,80670720,13180928,10371072,545181696,1639526400,4435968,60248064,27443200,2911776768,1191936,25109278720,,
1727795610,,282112000,32346112,18407424,225128448,80662528,13189120,10436608,549371904,1639596032,4435968,60030976,27447296,2916954112,1191936,25069895680,,
1727795640,,282112000,32055296,19189760,227131392,80662528,13287424,10436608,549371904,1639583744,4435968,59949056,27447296,2882428928,1191936,25252413440,,
1727795670,,282144768,32346112,18866176,226566144,80662528,13287424,10436608,561123328,1639612416,4435968,59670528,27447296,2897711104,1191936,25305833472,,
1727795700,,464302080,32059392,18345984,226426880,80662528,13287424,10436608,570466304,1611665408,4435968,59842560,27447296,2906636288,1191936,24760709120,,
1727795730,,467243008,32346112,18345984,225640448,80662528,12972032,10436608,575180800,1611665408,4435968,60096512,27447296,2905739264,1191936,24211746816,178757632,
1727795760,,467230720,32055296,18341888,227672064,80666624,12996608,10436608,575180800,1622618112,4435968,59830272,27451392,2893008896,1191936,24233730048,239448064,
1727795790,,467505152,32399360,18341888,243490816,80662528,13008896,10436608,574201856,1622913024,4435968,60137472,27537408,2874998784,1191936,24227622912,300191744,
1727795820,,363487232,32059392,18485248,244035584,80670720,13008896,10436608,572538880,1630306304,4476928,59949056,27549696,2913361920,1191936,24339705856,424275968,
1727795850,,363749376,32059392,18755584,194150400,80666624,12840960,10436608,574164992,1618456576,4468736,60039168,27553792,2908672000,1191936,22004162560,424275968,
1727795880,,363749376,32055296,18755584,193716224,79876096,12972032,10436608,581701632,1618468864,4468736,60039168,27553792,2906140672,1191936,19570573312,545632256,
1727795910,,363376640,32055296,18767872,196870144,79880192,12972032,10440704,583716864,1627262976,4464640,60649472,27570176,2906804224,1191936,19606802432,545632256,
1727795940,,300101632,32346112,18284544,197062656,80007168,13516800,10436608,583716864,1627262976,4464640,60411904,27566080,2930405376,1191936,19620569088,548569088,
1727795970,,299835392,32378880,18612224,200052736,80007168,13520896,10436608,510140416,1629712384,4464640,60223488,27570176,2914398208,1191936,19716575232,551677952,
1727796000,,340545536,32059392,18878464,213491712,80003072,13520896,10436608,510140416,1630691328,4464640,59662336,27570176,2926034944,1191936,19797663744,551677952,
1727796030,,340545536,32403456,18649088,227082240,80003072,13533184,10436608,553201664,1630785536,4464640,59486208,27340800,2909790208,1191936,22682902528,372920320,
1727796060,,345575424,32055296,18411520,226832384,80007168,13533184,10436608,572948480,1630785536,4464640,59777024,27369472,3503681536,1191936,24516243456,312229888,
1727796090,,475267072,32411648,18968576,231555072,80007168,14417920,10436608,586989568,1650491392,4464640,59703296,27373568,4146180096,1191936,25138008064,251486208,
1727796120,,481935360,32411648,18706432,233750528,80011264,14532608,10371072,575664128,1688879104,4464640,60039168,27373568,4184453120,1191936,25718874112,127401984,
1727796150,,363298816,32350208,18710528,233918464,80007168,14532608,10371072,575664128,1730535424,4468736,60252160,27508736,4248870912,1191936,25935237120,127401984,
1727796180,,477184000,32350208,18444288,234758144,80744448,13144064,10371072,506478592,1748910080,4468736,60571648,27488256,4241674240,1191936,26128220160,6045696,
1727796210,,477184000,32055296,18481152,235974656,80744448,13127680,10371072,551260160,1749123072,4468736,60649472,27492352,5025820672,1191936,25949003776,6045696,
1727796240,,484741120,32055296,20119552,236580864,80744448,13152256,10371072,546050048,1749688320,4468736,60649472,27492352,4169519104,1191936,26040664064,3108864,
1727796270,,490496000,32055296,18771968,236187648,80748544,13189120,10371072,548196352,1749819392,4468736,61091840,27488256,4222582784,1191936,26223185920,3256320,
1727796300,,497713152,32362496,18608128,236208128,80744448,13467648,10371072,473481216,1749954560,4476928,60297216,27566080,4218712064,1191936,26246373376,3256320,
1727796330,,497713152,32055296,18608128,235589632,80744448,13475840,10371072,481300480,1749954560,4468736,60297216,27574272,4711895040,1191936,26241699840,3256320,
1727796360,,498352128,32366592,18608128,237252608,80744448,13795328,10371072,458993664,1750306816,4468736,60813312,27578368,5343887360,1191936,26238103552,3256320,
1727796390,,504811520,32055296,18481152,218853376,80744448,13811712,10371072,472469504,1750859776,4468736,61317120,27570176,5527621632,1191936,24538103808,9265152,
1727796420,,504811520,32362496,18735104,202252288,80744448,14569472,10371072,472469504,1751506944,4468736,61026304,27455488,5534097408,1191936,23069618176,127422464,
1727796450,,514514944,32055296,18771968,202964992,80744448,14573568,10371072,480460800,1751506944,4468736,60907520,27455488,5557035008,1191936,23089250304,186908672,
1727796480,,515506176,32055296,18767872,204754944,80744448,14868480,10371072,477274112,1751535616,4464640,61091840,27459584,5561847808,1191936,23065341952,310534144,
1727796510,,509149184,32055296,18657280,220045312,80744448,14868480,10371072,481280000,1751552000,4464640,62484480,27459584,5563887616,1200128,22968324096,429305856,
1727796540,,511053824,32055296,18518016,222048256,80744448,12734464,10371072,481280000,1751932928,4464640,61931520,27492352,5547761664,1200128,22926512128,432488448,
1727796570,,457568256,32411648,18518016,186904576,80744448,12767232,10371072,480325632,1756524544,4464640,62029824,27258880,5554790400,1200128,17571328000,429232128,
1727796600,,455000064,32055296,18518016,163037184,80027648,13676544,10371072,483274752,1756676096,4464640,62029824,27262976,5533810688,1200128,14320304128,487194624,
1727796630,,456896512,32358400,18382848,178982912,80031744,13676544,10371072,489050112,1757052928,4468736,61124608,27262976,5538816000,1200128,15102488576,487194624,
1727796660,,462245888,32358400,18550784,195178496,80027648,13303808,10371072,489050112,1787006976,4468736,61140992,27267072,5550313472,1200128,17362022400,487194624,
1727796690,,462245888,32055296,18706432,195518464,80089088,13299712,10371072,501653504,1787006976,4468736,61730816,27271168,5573193728,1200128,18853998592,481185792,
1727796720,,845348864,32346112,18710528,196755456,80089088,13447168,10371072,504172544,1788649472,4468736,61628416,27271168,5572853760,1200128,19014742016,363028480,
1727796750,,476696576,32358400,18698240,222785536,80089088,13447168,10371072,515203072,1790541824,4468736,61833216,27275264,5568782336,1200128,19567476736,304287744,
1727796780,,484626432,32055296,18403328,227491840,80084992,13447168,10371072,515203072,1792471040,4468736,61833216,27303936,5538140160,1200128,19859673088,179916800,
1727796810,,483524608,32358400,18649088,230244352,80084992,13090816,10371072,514473984,1792495616,4468736,61771776,27299840,5559640064,1200128,20282265600,61145088,
1727796840,,485724160,32055296,18657280,230526976,80080896,14020608,10338304,468697088,1792618496,4468736,61771776,27303936,4243218432,1200128,20908277760,57962496,
1727796870,,485724160,32358400,19017728,232517632,80080896,14020608,10338304,468697088,1792618496,4464640,60862464,27308032,4258713600,1200128,21135409152,57962496,
1727796900,,398827520,32055296,18698240,225296384,80080896,13594624,10371072,497774592,1792819200,4464640,60968960,27340800,4244529152,1200128,22595055616,,
1727796930,,397656064,32350208,18542592,219181056,79032320,12718080,10371072,516792320,1750241280,4464640,61173760,27410432,4254351360,1200128,22942711808,,
1727796960,,395124736,32055296,18542592,221749248,79032320,13418496,10371072,521252864,1770213376,4472832,61235200,27406336,4239736832,1200128,23070781440,,
1727796990,,395194368,32346112,18542592,221384704,79421440,13434880,10371072,521252864,1783742464,4472832,61202432,27410432,4250603520,1200128,22101159936,,
1727797020,,395595776,32055296,18755584,222904320,79253504,13545472,10375168,528171008,1761406976,4472832,61128704,27447296,4250079232,1200128,21857464320,,
1727797050,,506556416,32403456,18657280,222400512,79241216,13545472,10371072,434606080,1761423360,4485120,61542400,27504640,4250361856,1200128,21297266688,,
1727797080,,513654784,32059392,18694144,223670272,79241216,14409728,10371072,361443328,1761423360,4485120,59895808,27504640,2908606464,1200128,21360082944,,
1727797110,,511094784,32399360,18534400,224395264,79908864,14409728,10371072,361443328,1761722368,4476928,59654144,27512832,2908606464,1200128,21466542080,,
1727797140,,406704128,32399360,18272256,223916032,79904768,14761984,10371072,372015104,1761501184,4476928,59879424,27275264,2914287616,1200128,21266677760,,
1727797170,,406704128,32403456,18534400,223141888,79904768,14761984,10371072,369643520,1750962176,4476928,60203008,27275264,2903785472,1200128,21176889344,,
1727797200,,406966272,32055296,18276352,223789056,79904768,13672448,10371072,369643520,1750962176,4476928,59826176,27275264,2903785472,1200128,20920487936,,
1727797230,,356413440,32055296,18894848,224079872,79904768,13672448,10371072,307433472,1751805952,4468736,59424768,27271168,2918002688,1200128,20923531264,,
1727797260,,378933248,32055296,18636800,235802624,79904768,13393920,10371072,308346880,1708220416,4468736,59424768,27377664,2914222080,1200128,20909395968,,
1727797290,,502419456,32387072,18653184,239087616,79904768,13393920,10375168,310951936,1714831360,4472832,59146240,27385856,2914222080,1200128,20921827328,,
1727797320,,502419456,32055296,18915328,197660672,79908864,13647872,10371072,310951936,1714823168,4472832,58912768,27381760,1577295872,1200128,18763239424,,
1727797350,,650309632,32374784,18386944,185262080,79904768,13647872,10371072,318304256,1714823168,4481024,59179008,27381760,1577295872,1200128,16250970112,,
1727797380,,386342912,32374784,18980864,177360896,79912960,14405632,10371072,312860672,1703350272,4481024,59215872,27385856,1577816064,1200128,16278020096,,
1727797410,,385953792,32055296,19505152,179187712,79912960,14536704,10371072,311685120,1703120896,4468736,59256832,27394048,1577816064,1200128,16345915392,,
1727797440,,426913792,32382976,21012480,179494912,80191488,14553088,10371072,301948928,1703120896,4468736,59011072,27398144,1601122304,1200128,16418394112,,
1727797470,,399278080,32059392,18354176,184188928,79917056,14553088,10371072,300847104,1708535808,4468736,58986496,27394048,1588588544,1200128,16420102144,,
1727797500,,401375232,32059392,19140608,133058560,79921152,12791808,10371072,300601344,1709608960,4481024,59506688,27394048,1580388352,1200128,13817864192,,
1727797530,,401375232,32059392,19070976,122195968,79917056,13410304,10371072,300601344,1704538112,4468736,59338752,27398144,1591767040,1200128,11324223488,,
1727797560,,401125376,32055296,19247104,120819712,79912960,12763136,10371072,228872192,1704583168,4468736,59318272,27394048,1582538752,1200128,11545030656,,
1727797590,,401383424,32403456,18673664,117137408,79912960,12763136,10371072,229294080,1704583168,4476928,59318272,27394048,1582538752,1200128,11492352000,,
1727797620,,346832896,32059392,19267584,116805632,79917056,12988416,10371072,230141952,1705631744,4476928,58855424,27398144,1600909312,1200128,11347881984,,
1727797650,,346832896,32350208,19193856,114933760,79912960,13000704,10371072,236703744,1705598976,4476928,58855424,27418624,1584074752,1200128,11286761472,,
1727797680,,347176960,32067584,19353600,114675712,79912960,13017088,10371072,236703744,1705598976,4476928,58134528,27410432,1601970176,1200128,11279376384,,
1727797710,,346914816,32399360,18661376,110178304,79912960,13012992,10371072,267231232,1705594880,4476928,58425344,27410432,1601970176,1200128,11332354048,,
1727797740,,346914816,32059392,18653184,105877504,79912960,13799424,10371072,266788864,1709150208,4476928,58425344,27410432,1603870720,1200128,11349397504,,
1727797770,,316440576,32407552,18644992,106233856,79912960,12750848,10371072,284860416,1691648000,4476928,58101760,27443200,1603121152,1200128,11352772608,,
1727797800,,425193472,32063488,18391040,105988096,80175104,12750848,10371072,284860416,1691643904,4472832,58056704,27447296,1580810240,1200128,11441192960,,
1727797830,,456945664,32403456,18513920,81735680,79912960,13156352,10371072,284762112,1691643904,4472832,58789888,27455488,1596530688,1200128,11552063488,,
1727797860,,449200128,32055296,18300928,54865920,80433152,13574144,10371072,316530688,1692209152,4476928,58343424,27451392,1596530688,1200128,6023995392,,
1727797890,,449200128,32403456,18350080,54882304,79917056,13574144,10371072,316530688,1669959680,4476928,58511360,27467776,1571778560,1200128,6123909120,,
1727797920,,464060416,32055296,18305024,52531200,79917056,14663680,10338304,321474560,1669959680,4476928,58060800,27561984,1571778560,1200128,6228983808,3256320,
1727797950,,464060416,32403456,18567168,52531200,79917056,14643200,10338304,341983232,1676734464,4476928,58060800,27566080,1582714880,1200128,6576766976,3256320,
1727797980,,456155136,32059392,18366464,69898240,79917056,14778368,10338304,343879680,1667883008,4476928,58097664,27566080,1601290240,1200128,7268319232,3256320,
1727798010,,441692160,32059392,19247104,70103040,79917056,14782464,10338304,343879680,1667883008,4476928,58265600,27414528,1588809728,1200128,8202723328,3256320,
1727798040,,441692160,32403456,19230720,72237056,79921152,13918208,10338304,316112896,1667895296,4476928,58363904,27414528,1588809728,1200128,8669638656,3256320,
1727798070,,481050624,32403456,19107840,73474048,79921152,13922304,10338304,317321216,1698066432,4476928,58466304,27414528,1579929600,1200128,8593264640,3256320,
1727798100,,434208768,32403456,19070976,73768960,80576512,13983744,10338304,319139840,1700712448,4476928,58331136,27418624,1599221760,1200128,8531095552,3256320,
1727798130,,410148864,32378880,18952192,73732096,80576512,13983744,10338304,316665856,1700745216,4476928,58855424,27566080,1596653568,1200128,8540921856,3256320,
1727798160,,410148864,32055296,18968576,71012352,80572416,13139968,10338304,312238080,1700724736,4476928,58855424,27561984,1599737856,1200128,8542486528,3256320,
1727798190,,416899072,32387072,18632704,71163904,80568320,13139968,10338304,301535232,1707319296,4476928,58658816,27566080,1595924480,1200128,8538546176,3256320,
1727798220,,489242624,32063488,18247680,71176192,80568320,13479936,10371072,302436352,1707319296,4476928,59035648,27570176,1595924480,1200128,8894193664,,
