timestamp,gitaly,gitlab-exporter,gitlab-shell,gitlab-workhorse,kas,migrations,minio,postgresql,registry,sidekiq,toolbox,webservice
1727781300,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781330,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781360,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781390,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781420,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781450,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781480,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781510,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781540,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781570,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781600,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781630,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781660,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781690,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727781720,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781750,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781780,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781810,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781840,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781870,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781900,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781930,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781960,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727781990,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727782020,209715200,100000000,12000000,500000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,12500000000
1727782050,209715200,100000000,12000000,500000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,12500000000
1727782080,209715200,100000000,12000000,500000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,12500000000
1727782110,209715200,100000000,12000000,500000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,12500000000
1727782140,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,22500000000
1727782170,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,22500000000
1727782200,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,22500000000
1727782230,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,22500000000
1727782260,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,22500000000
1727782290,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,22500000000
1727782320,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,22500000000
1727782350,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,22500000000
1727782380,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,22500000000
1727782410,209715200,100000000,12000000,900000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,22500000000
1727782440,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782470,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782500,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782530,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782560,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782590,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782620,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782650,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782680,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782710,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782740,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782770,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782800,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782830,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,25000000000
1727782860,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,25000000000
1727782890,209715200,100000000,12000000,1000000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,25000000000
1727782920,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727782950,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727782980,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783010,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783040,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783070,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783100,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783130,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783160,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783190,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783220,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783250,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783280,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783310,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,17500000000
1727783340,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,17500000000
1727783370,209715200,100000000,12000000,700000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,17500000000
1727783400,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727783430,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727783460,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727783490,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727783520,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727783550,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727783580,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727783610,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,10000000000
1727783640,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,10000000000
1727783670,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,10000000000
1727783700,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,10000000000
1727783730,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,15000000000
1727783760,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727783790,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727783820,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727783850,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727783880,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727783910,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727783940,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727783970,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784000,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784030,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784060,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,20000000000
1727784090,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,20000000000
1727784120,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,10000000000
1727784150,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,10000000000
1727784180,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,10000000000
1727784210,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,10000000000
1727784240,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,10000000000
1727784270,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727784300,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727784330,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727784360,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,15000000000
1727784390,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,15000000000
1727784420,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,15000000000
1727784450,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,15000000000
1727784480,209715200,100000000,12000000,600000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,15000000000
1727784510,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784540,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784570,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784600,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784630,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784660,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784690,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784720,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784750,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784780,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784810,209715200,100000000,12000000,800000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,20000000000
1727784840,209715200,100000000,12000000,400000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,10000000000
1727784870,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727784900,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727784930,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727784960,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727784990,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785020,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785050,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785080,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785110,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785140,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785170,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785200,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785230,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785260,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,7500000000
1727785290,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727785320,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727785350,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727785380,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727785410,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727785440,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727785470,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727785500,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727785530,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727785560,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727785590,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785620,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785650,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785680,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785710,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785740,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785770,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785800,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785830,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785860,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785890,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785920,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785950,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727785980,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786010,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786040,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786070,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786100,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786130,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786160,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786190,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786220,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786250,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786280,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786310,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786340,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786370,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786400,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786430,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786460,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786490,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786520,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786550,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786580,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786610,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786640,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786670,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786700,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786730,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786760,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727786790,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786820,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786850,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786880,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786910,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786940,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727786970,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727787000,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727787030,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727787060,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727787090,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727787120,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727787150,209715200,100000000,12000000,300000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,7500000000
1727787180,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787210,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787240,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787270,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787300,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787330,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787360,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787390,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787420,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787450,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787480,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787510,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787540,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787570,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787600,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787630,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787660,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787690,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787720,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787750,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787780,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787810,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,4000000000,350000000,5000000000
1727787840,209715200,100000000,12000000,200000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,5000000000
1727787870,209715200,100000000,12000000,500000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,12500000000
1727787900,209715200,100000000,12000000,500000000,200000000,209715200,134217728,268435456,67108864,2000000000,350000000,12500000000
