timestamp,dependencies,gitaly,gitlab-exporter,gitlab-shell,gitlab-workhorse,kas,metrics,minio,postgresql,prometheus-server,prometheus-server-configmap-reload,redis,registry,sidekiq,toolbox,webservice
1727780400,,0.018047759042119613,0.004580104928226298,0.029649220618050337,0.004092266280222737,0.007601159739648298,0.0007421210307913685,0.00025310434819216047,0.010473417373439263,0.06978366363565795,0.00007615736546476165,0.021734049414016715,0.0011008851076255775,0.1010463951861771,0,0.051512657733129796
1727780430,,0.017432588605109274,0.004477693570939422,0.03190303132320714,0.004116701533584923,0.007650772352884923,0.0005891313159716061,0.000284740076887214,0.015280823722017016,0.191741848359214,0.00008744065437489658,0.025201949303991226,0.0010958234208181287,0.18201859091996445,0,0.04662798860726809
1727780460,,0.011144023225050387,0.004416625707814862,0.028762154728209775,0.0035727994948017015,0.007518531636895349,0.0008438612914128314,0.0002588052957291034,0.03607017511331793,0.7251729450419094,0.00008318992303647926,0.023113096434692726,0.0006942132392468649,0.37649512217811976,0,0.05053056420406033
1727780490,,0.016506185233555355,0.004817865468715369,0.03124386960696321,0.003696700933338545,0.00783485138262931,0.00047399249332162553,0.000056319121106935414,0.054914471151223894,0.9193124838620645,0.00005455409042588964,0.019784229238191873,0.0006470930242209137,0.6087424838894862,0,0.05189602392669069
1727780520,,0.017208083895860836,0.004832928207588971,0.03164610410047213,0.0035864798846378223,0.006812567716032835,0.000674117851479453,0.00006634803051810365,0.054207553106176753,0.9396684292917332,0.000028291219843126312,0.02254902354058566,0.001051483926111152,0.6013955308861673,0,0.04173662886853023
1727780550,,0.015812264322394045,0.004610432440911349,0.02872870189975258,0.003878633069466497,0.006580192203503584,0.0004149213942927789,0.000264979692420037,0.04052191252520358,0.38078840048140344,0.00006129496077076756,0.024741565376711395,0.0009456994460903159,0.6200689215342529,0,0.05091525862478457
1727780580,,0.016166384724735788,0.004615310601960491,0.03190959966012738,0.0032476923012734905,0.00763088297560512,0.0008344887738870081,0.00025636249999996254,0.016671654819770922,0.009406859348360058,0.00005903669879166732,0.022328927680797226,0.000678249452912136,0.12991826898162057,0,0.04880816230323101
1727780610,,0.013097116356832533,0.0030277375000004273,0.029397223468183405,0.0039709132550630605,0.007722926391332283,0.000723113289387294,0.0002607025917087563,0.01937681749919707,0.010999007733836628,0.00007841412395282417,0.022328927680797226,0.0008849481979690825,0.16644603137481145,0,0.049527425677272294
1727780640,,0.01843080349334163,0.00482304952718483,0.029561636553528853,0.004161198854040516,0.0073961330787482,0.0004130099356679532,0.0000759715988412097,0.010938402199247216,0.029723568727008903,0.00004679018710010001,0.021760426192859346,0.001008492607817554,0.14981420648269284,0,0.04957073353719656
1727780670,,0.0174405030071148,0.0055774869346848655,0.03252777711288145,0.0041596199442896446,0.0070000078617397845,0.00041389346558114577,0.0003221361474734152,0.010976996999640895,0.029320043297473366,0.000031129412374068974,0.022878163836292695,0.0014246339574287893,0.1178054720789248,0,0.051295251002896794
1727780700,,0.013566465992444151,0.004374741723679176,0.029240845641120138,0.003815300922057862,0.00729089353914062,0.0004272704646650941,0.00019721103460219747,0.01291673786743931,0.027808648375490123,0.00008435863003424116,0.022868798425215938,0.001211348439870306,0.12599056734603475,0,0.04782510835699033
1727780730,,0.017569881401495038,0.004374741723679176,0.030133179883820596,0.004175359097415765,0.006687737717440787,0.000561175967068847,0.00020256421553507521,0.014150266852036183,0.02771960475440342,0.00010069053513440867,0.024097311150539855,0.0005517516569947575,0.15681408098648408,0,0.04904567876871725
1727780760,,0.018434691187236896,0.005050637976942782,0.028175435152038367,0.004121999063558346,0.007354234107048118,0.0010669059268169987,0.00007283371941508389,0.010239088488830135,0.04349648391717401,0.00008622431483043442,0.02403718032324442,0.0010148662917041935,0.11851166220190235,0,0.048715563626594675
1727780790,,0.016647610062184348,0.005197053466367373,0.029984523533081654,0.0040768502685798215,0.007408794963598678,0.0005519094611291157,0.0002286220685560456,0.013004516848913288,0.04291018163904344,0.00003530623996120437,0.01827124651562797,0.0010326493153573655,0.123685642457005,0,0.051158095981959376
1727780820,,0.01872461721656636,0.003678353343562338,0.028384850584557354,0.004150051880010377,0.0067127283478838565,0.0008759046524894982,0.0002681488252641167,0.012569414695790605,0.009433450734055231,0.000025098087484032757,0.02251266990700781,0.001039347905619172,0.11637710152933006,0,0.04734001773249827
1727780850,,0.01641564002571536,0.004891541683072794,0.030275042055326225,0.0035364664220083834,0.007429327338085326,0.0005733476682867484,0.00026618574329385496,0.013436760487635167,0.03259755819397269,0.000083901230197362,0.024859185598345216,0.0007755439163406731,0.12862451236509706,0,0.049567636998309635
1727780880,,0.019728755881554223,0.004689179319293102,0.02974807194152583,0.0029091710956787855,0.008180607449201155,0.0007535537051395444,0.00007520881750617327,0.010488963537660842,0.026469262527892213,0.00006979933794450014,0.01965918900958198,0.0009813255308134643,0.06823953988635428,0,0.05111705108129533
1727780910,,0.011441384928834121,0.004776060569225563,0.027202009171871624,0.003997530894758206,0.00630818041913893,0.0005753036210725728,0.0002689924160347401,0.015913971609661487,0.025846169060111775,0.00008314050163374239,0.023981678286762967,0.0012624164587733168,0.12664889142929942,0,0.05062068769835398
1727780940,,0.016448076640607066,0.004228269216209809,0.03236020684389865,0.004139862660682513,0.0061332279506419035,0.000913604269287916,0.000269131461846889,0.013813911723036972,0.01088033547084391,0.000026204211305789142,0.022871533827325576,0.0012528813640853061,0.3156881456974081,0,0.042887312299379116
1727780970,,0.019180408107805375,0.005161772177624356,0.026126575685245672,0.003115929967371509,0.008099215791322894,0.0005124989545547485,0.00027605488889138077,0.055034916020654245,0.010288543029620517,0.000025683047315803237,0.024593790494500882,0.0005429633853596369,0.548685030865478,0,0.05327882237574166
1727781000,,0.016071467804204556,0.004422950195006168,0.029749200783174962,0.0032510093945300926,0.0073533636252417585,0.0009184520664008329,0.0000626231107134733,0.06546435086049698,0.03234945783407104,0.000025975000000000306,0.022706207143157624,0.0011470203234488358,0.5980791030021145,0,0.04463609257822983
1727781030,,0.01828675470782678,0.005330144050460391,0.032418471777455424,0.0037029105845998566,0.0066578746885243454,0.0006321197453900691,0.00007003165204417399,0.03932658725572273,0.0380612639932909,0.00007652582974586929,0.025307295359186393,0.0011498224039460199,0.6120958550704447,0,0.038420921617659025
1727781060,,0.018625492302168565,0.004489878639612797,0.02403088552039453,0.003546433950576169,0.008173578136194336,0.0010288087072335764,0.0002416363475020388,0.035430941725589714,0.031223147954525497,0.00008957148173746677,0.01968263680783598,0.0010560308071084832,0.13873221228105104,0,0.05102978574953913
1727781090,,0.016586638174965487,0.003721199681279177,0.03204231678064745,0.00267901423069157,0.006886637166608823,0.0006759051152220645,0.00021670944722368258,0.016707576178044838,0.009608370216088982,0.000025319640064098463,0.024270141379016133,0.0008208716731394495,0.1647843363496221,0,0.04964313395664659
1727781120,,0.019795279824480958,0.004651952649629798,0.029616133588267955,0.004076199436154938,0.007855885903116826,0.001030633717939298,0.00019918041903003536,0.018121945762512037,0.02660509838215979,0.000021206685093998838,0.017421028472094088,0.001074062288343979,0.15231315341296361,0,0.05025084712345533
1727781150,,0.015821654470997204,0.004990626531816677,0.03044473915789406,0.004136824156199384,0.006924381011287471,0.0006209503786404064,0.00006934127373799123,0.01292530665329876,0.025219839188798217,0.00011644267894267844,0.01979371096248255,0.0011427778962249677,0.1611120819368121,0,0.04855113732362574
1727781180,,0.01471254214153963,0.0038279487037703995,0.032524846440556546,0.0036075762996394837,0.006679777628403056,0.0001182625958930535,0.00007746711514203593,0.013177724449461348,0.02740479243055992,0.00011676807342381732,0.02277308055689201,0.0009932153123829695,0.11798969531932266,0,0.05295084844094751
1727781210,,0.01875459740070636,0.005300116919396996,0.02643388108635454,0.004007294313072517,0.006390533574846348,0.000628816672369549,0.00026451062320589366,0.009426553295954548,0.026234324436451014,0.00013042940102528153,0.02425459873969148,0.0009387414144196987,0.15784294921171296,0,0.05245177560475285
1727781240,,0.018535700154707388,0.0047394051600736144,0.03192012544987707,0.004127342025031802,0.007798950785340585,0.0014334540163243802,0.00026752236032054854,0.012084345860391395,0.030517998066418892,0.00002652583963724812,0.022881527122742523,0.0011037907403321783,0.13418818538672156,0,0.0480174430524586
1727781270,,0.01842655020515901,0.005741373775391456,0.028270897202812797,0.004209934561185126,0.008066641089824578,0.0010114735557101417,0.00021675160494677624,0.015656195158247347,0.027883850129131083,0.00002607775834898642,0.024197545568624232,0.0010260981881171126,0.1577234259490701,0,0.0516528614006613
1727781300,,0.01854850372561188,0.004217173006552855,0.029976894281507786,0.0037511949730701247,0.007591146838071407,0.0009552628584279157,0.00005610829899562842,0.0109867580791835,0.027341355735031294,0.00007277709754532937,0.022069005168968984,0.0010936763239933328,0.1073778809799158,0,0.05291536701667432
1727781330,,0.01859185583082384,0.004392063409832899,0.03229557638840451,0.0030572937823968756,0.007361666990074998,0.0006632175074321251,0.0003660834247061857,0.013588655372844406,0.030131080574932502,0.0000933925310791154,0.020112562402502386,0.0008922187684305019,0.1495301773186876,0,0.04493913409833605
1727781360,,0.019472258245392254,0.005103842718340248,0.029797861174002037,0.003697313055288864,0.007885689221644312,0.0008133857387142216,0.0002900426362442831,0.012280454505406662,0.027318483765590897,0.00006935008750285393,0.022361875014144196,0.0009300679439777693,0.10707006035733731,0,0.052732272778778205
