Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
web_project_commits,1,1.0,0.80,616.11,671.25,1000,725.05,100.00,99,Passed
web_project_file_blame,1,0.48,0.16,2061.86,2145.17,2400,2199.99,100.00,99,Passed
web_project_file_rendered,1,0.98,0.64,564.44,649.54,1700,712.69,100.00,99,Passed
web_project_file_source,1,0.89,0.32,821.42,1589.69,4000,1884.15,100.00,99,Passed
web_project_files,1,1.01,0.80,246.50,391.17,1200,507.96,100.00,99,Passed
web_project_issue,1,1.01,0.80,344.96,580.50,2000,603.17,100.00,99,Passed
web_project_issues,1,1.01,0.80,302.39,333.08,700,365.29,100.00,99,Passed
web_project_issues_search,1,1.01,0.80,281.13,327.17,700,335.13,100.00,99,Passed
web_project_merge_request,1,0.89,0.80,673.39,1763.70,2800,1865.63,100.00,99,Passed
web_project_merge_request_changes,1,0.94,0.80,636.43,837.53,1500,1641.56,100.00,99,Passed
web_project_merge_request_commits,1,0.95,0.48,966.25,1075.42,1950,1382.92,100.00,99,Passed
web_project_merge_requests,1,1.0,0.80,454.06,501.91,900,611.73,100.00,99,Passed
web_project_merge_requests_search,1,1.01,0.80,434.93,480.52,700,500.84,100.00,99,Passed
web_project_pipelines,1,1.01,0.64,357.34,480.62,600,503.47,100.00,99,Passed
web_project_pipelines_pipeline,1,0.98,0.80,460.99,1018.81,2500,1089.90,100.00,99,Passed
web_project_repository_compare,1,0.3,0.04,3249.01,4190.25,7500,4228.76,100.00,99,Passed
web_project_tags,1,1.0,0.64,739.28,822.26,1500,847.41,100.00,99,Passed
web_user,1,1.01,0.48,320.13,417.34,4000,535.17,100.00,99,Passed
