Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
web_project_commits,2,1.94,1.44,606.19,660.92,1000,682.39,100.00,99,Passed
web_project_file_blame,2,0.86,0.29,2126.48,2181.31,2400,2604.66,100.00,99,Passed
web_project_file_rendered,2,1.97,1.15,561.69,663.35,1700,874.07,100.00,99,Passed
web_project_file_source,2,1.85,0.58,839.21,1555.82,4000,1782.45,99.10,99,Passed
web_project_files,2,2.0,1.44,254.71,399.69,1200,509.39,100.00,99,Passed
web_project_issue,2,1.97,1.44,341.53,600.05,2000,675.34,100.00,99,Passed
web_project_issues,2,2.01,1.44,297.88,340.85,700,363.93,100.00,99,Passed
web_project_issues_search,2,2.01,1.44,293.41,336.71,700,347.22,100.00,99,Passed
web_project_merge_request,2,1.73,1.44,691.94,1793.47,2800,1862.21,100.00,99,Passed
web_project_merge_request_changes,2,1.91,1.44,575.65,780.44,1500,831.68,100.00,99,Passed
web_project_merge_request_commits,2,1.73,0.86,993.12,1049.22,1950,1898.70,100.00,99,Passed
web_project_merge_requests,2,1.97,1.44,437.58,481.23,900,619.15,100.00,99,Passed
web_project_merge_requests_search,2,2.0,1.44,428.33,473.91,700,485.13,100.00,99,Passed
web_project_pipelines,2,2.0,1.15,349.20,448.32,600,465.94,100.00,99,Passed
web_project_pipelines_pipeline,2,1.99,1.44,425.16,988.08,2500,1025.82,100.00,99,Passed
web_project_repository_compare,2,0.56,0.07,3338.38,4116.22,7500,4198.72,100.00,99,Passed
web_project_tags,2,1.83,1.15,769.00,827.00,1500,1157.04,100.00,99,Passed
web_user,2,2.0,0.86,308.81,388.98,4000,404.24,100.00,99,Passed
