Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
api_v4_groups,24,23.76,19.20,78.56,87.80,200,104.98,100.00,99,Passed
api_v4_groups_group,24,17.02,0.96,1190.12,1982.89,24000,2160.39,100.00,20,Passed
api_v4_groups_group_subgroups,24,23.85,19.20,84.70,101.16,200,110.20,100.00,99,Passed
api_v4_groups_issues,24,17.65,3.84,1222.97,1454.23,8000,1502.84,100.00,99,Passed
api_v4_groups_merge_requests,24,23.43,1.92,236.87,269.62,17500,283.08,100.00,99,Passed
api_v4_groups_projects,24,23.19,0.96,416.90,1013.80,22000,1154.86,100.00,30,Passed
api_v4_projects,24,19.31,2.88,1092.04,1638.50,7000,1958.18,100.00,99,Passed
api_v4_projects_deploy_keys,24,23.91,19.20,60.23,69.08,200,93.68,100.00,99,Passed
api_v4_projects_issues,24,23.64,19.20,205.11,232.31,1000,245.26,100.00,99,Passed
api_v4_projects_issues_issue,24,23.53,19.20,227.09,243.84,2600,276.18,100.00,99,Passed
api_v4_projects_issues_search,24,23.96,19.20,45.86,46.48,800,55.99,2.08,99,FAILED
api_v4_projects_languages,24,23.87,19.20,57.67,63.63,200,68.70,100.00,99,Passed
api_v4_projects_merge_requests,24,23.7,19.20,141.13,166.52,400,190.03,100.00,99,Passed
api_v4_projects_merge_requests_merge_request,24,23.53,9.60,252.40,266.18,3500,300.03,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_commits,24,23.74,19.20,118.94,136.70,200,149.03,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_diffs,24,23.78,19.20,101.54,122.25,200,132.99,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_discussions,24,23.55,19.20,184.12,208.70,400,223.76,100.00,99,Passed
api_v4_projects_merge_requests_search,24,23.93,5.76,65.41,78.70,5000,92.54,2.08,99,FAILED
api_v4_projects_project,24,23.75,19.20,124.46,148.76,200,161.52,100.00,99,Passed
api_v4_projects_project_pipelines,24,23.84,19.20,75.98,90.08,200,95.96,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline,24,23.79,19.20,79.05,93.89,200,99.02,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline_jobs,24,23.41,3.84,268.21,296.68,2000,307.01,100.00,99,Passed
api_v4_projects_project_services,24,23.92,19.20,55.27,62.63,200,68.66,100.00,99,Passed
api_v4_projects_releases,24,23.71,19.20,113.41,132.24,200,139.93,100.00,99,Passed
api_v4_projects_repository_branches,24,23.62,19.20,60.32,66.52,200,71.37,100.00,99,Passed
api_v4_projects_repository_branches_branch,24,23.8,19.20,111.76,123.40,200,129.19,100.00,99,Passed
api_v4_projects_repository_branches_search,24,23.71,19.20,62.42,73.58,200,83.37,100.00,99,Passed
api_v4_projects_repository_commits,24,23.84,19.20,103.99,118.43,200,126.87,100.00,99,Passed
api_v4_projects_repository_commits_commit,24,23.77,19.20,96.64,108.79,200,112.98,100.00,99,Passed
api_v4_projects_repository_commits_commit_diff,24,23.66,19.20,172.19,192.84,200,204.31,100.00,99,Passed
api_v4_projects_repository_compare,24,23.59,19.20,90.88,101.50,200,107.21,100.00,99,Passed
api_v4_projects_repository_files_file,24,23.81,19.20,102.90,115.19,200,122.65,100.00,99,Passed
api_v4_projects_repository_files_file_blame,24,5.25,0.19,4208.14,4769.64,35000,4948.53,100.00,15,Passed
api_v4_projects_repository_files_file_raw,24,23.79,19.20,107.50,120.72,200,128.83,100.00,99,Passed
api_v4_projects_repository_tags,24,23.74,19.20,122.01,134.28,200,148.95,100.00,99,Passed
api_v4_projects_repository_tree,24,23.81,19.20,106.51,118.65,200,125.91,100.00,99,Passed
api_v4_user,24,23.89,19.20,58.35,66.34,200,72.55,100.00,99,Passed
api_v4_users,24,23.86,19.20,71.73,81.92,300,86.08,100.00,99,Passed
git_clone,1,0.72,0.03,189.99,247.19,800,638.74,100.00,99,Passed
git_ls_remote,3,3.01,1.92,73.72,84.37,200,109.20,100.00,99,Passed
git_pull,3,3.01,1.92,113.30,161.88,400,173.15,100.00,99,Passed
web_group,3,3.01,1.92,210.22,261.59,500,280.99,100.00,99,Passed
web_group_issues,3,3.0,1.92,240.05,277.18,500,303.17,100.00,99,Passed
web_group_merge_requests,3,2.95,1.92,401.19,480.13,800,525.49,100.00,99,Passed
web_project,3,2.94,1.92,389.17,428.65,800,661.68,100.00,99,Passed
web_project_branches,3,2.85,1.92,519.32,571.24,900,688.28,100.00,99,Passed
web_project_branches_search,3,2.72,1.92,869.71,929.82,1600,1082.25,100.00,99,Passed
web_project_commit,3,2.86,0.77,627.73,1729.05,3500,1857.29,100.00,99,Passed
web_project_commits,3,2.88,1.92,551.65,600.83,1000,617.78,100.00,99,Passed
web_project_file_blame,3,1.38,0.38,1976.69,2038.29,2400,2064.73,100.00,99,Passed
web_project_file_rendered,3,2.54,1.54,728.34,958.90,1700,1451.40,100.00,99,Passed
web_project_file_source,3,2.85,0.77,774.37,1039.29,4000,1841.60,99.42,99,Passed
web_project_files,3,2.95,1.92,235.39,363.69,1200,428.08,100.00,99,Passed
web_project_issue,3,2.98,1.92,307.94,527.26,2000,590.80,100.00,99,Passed
web_project_issues,3,3.0,1.92,277.25,318.18,700,360.32,100.00,99,Passed
web_project_issues_search,3,3.0,1.92,269.03,305.76,700,322.54,100.00,99,Passed
web_project_merge_request,3,2.69,1.92,641.27,1728.89,2800,1791.50,100.00,99,Passed
web_project_merge_request_changes,3,2.9,1.92,575.22,787.87,1500,838.62,100.00,99,Passed
web_project_merge_request_commits,3,2.52,1.15,1000.02,1742.73,1950,1940.49,100.00,99,Passed
web_project_merge_requests,3,2.97,1.92,384.08,419.74,900,448.80,100.00,99,Passed
web_project_merge_requests_search,3,2.94,1.92,408.08,465.20,700,486.07,100.00,99,Passed
web_project_pipelines,3,2.97,1.54,338.93,462.11,600,479.91,100.00,99,Passed
web_project_pipelines_pipeline,3,2.97,1.92,431.72,962.97,2500,1048.90,100.00,99,Passed
web_project_repository_compare,3,0.88,0.10,3141.40,3316.37,7500,3445.21,100.00,99,Passed
web_project_tags,3,2.84,1.54,714.06,768.55,1500,867.80,100.00,99,Passed
web_user,3,2.99,1.15,299.77,403.35,4000,446.81,100.00,99,Passed
