Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
api_v4_projects_project_pipelines_pipeline_jobs,32,30.93,5.12,483.95,718.16,2000,801.30,100.00,99,Passed
api_v4_projects_project_services,32,31.89,25.60,55.38,64.25,200,72.12,100.00,99,Passed
api_v4_projects_releases,32,31.6,25.60,117.42,140.52,200,150.57,100.00,99,Passed
api_v4_projects_repository_branches,32,31.74,25.60,61.02,71.71,200,81.86,100.00,99,Passed
api_v4_projects_repository_branches_branch,32,31.65,25.60,117.14,135.55,200,157.21,100.00,99,Passed
api_v4_projects_repository_branches_search,32,31.75,25.60,59.24,70.09,200,75.55,100.00,99,Passed
api_v4_projects_repository_commits,32,31.7,25.60,107.14,123.57,200,131.54,100.00,99,Passed
api_v4_projects_repository_commits_commit,32,31.74,25.60,99.79,113.84,200,121.27,100.00,99,Passed
api_v4_projects_repository_commits_commit_diff,32,30.97,25.60,209.52,237.86,200,348.33,100.00,99,FAILED
api_v4_projects_repository_compare,32,31.45,25.60,125.30,110.09,200,124.63,99.89,99,Passed
api_v4_projects_repository_files_file,32,31.71,25.60,105.80,119.85,200,128.64,100.00,99,Passed
api_v4_projects_repository_files_file_blame,32,5.11,0.26,5832.58,6640.36,35000,6976.26,100.00,15,Passed
api_v4_projects_repository_files_file_raw,32,31.68,25.60,109.90,124.56,200,133.64,100.00,99,Passed
api_v4_projects_repository_tags,32,31.67,25.60,119.12,135.23,200,146.67,100.00,99,Passed
api_v4_projects_repository_tree,32,31.72,25.60,107.08,121.08,200,133.20,100.00,99,Passed
api_v4_user,32,31.79,25.60,57.70,67.30,200,72.09,100.00,99,Passed
api_v4_users,32,31.83,25.60,73.91,89.84,300,95.87,100.00,99,Passed
git_clone,2,1.76,0.04,136.25,180.53,800,206.99,100.00,99,Passed
git_ls_remote,4,4.01,2.56,79.61,91.23,200,110.90,100.00,99,Passed
git_pull,4,4.01,2.56,119.62,170.71,400,188.45,100.00,99,Passed
web_group,4,3.97,2.56,214.28,243.46,500,277.80,100.00,99,Passed
web_group_issues,4,3.97,2.56,240.82,271.47,500,285.80,100.00,99,Passed
web_group_merge_requests,4,3.86,2.56,407.47,456.41,800,497.61,100.00,99,Passed
web_project,4,3.85,2.56,396.46,438.14,800,477.50,100.00,99,Passed
web_project_branches,4,3.81,2.56,524.56,566.93,900,587.76,100.00,99,Passed
web_project_branches_search,4,3.61,2.56,916.15,992.83,1600,1024.92,100.00,99,Passed
web_project_commit,4,3.83,1.02,650.04,1856.74,3500,1917.29,100.00,99,Passed
web_project_commits,4,3.81,2.56,607.81,656.91,1000,704.44,100.00,99,Passed
web_project_file_blame,4,1.68,0.51,2147.61,2284.47,2400,2328.65,100.00,99,Passed
web_project_file_rendered,4,3.89,2.05,651.81,1112.50,1700,1592.07,100.00,99,Passed
web_project_file_source,4,3.75,1.02,792.46,1056.20,4000,1868.37,100.00,99,Passed
web_project_files,4,3.94,2.56,231.45,358.43,1200,414.23,100.00,99,Passed
web_project_issue,4,3.92,2.56,315.01,580.07,2000,621.86,100.00,99,Passed
web_project_issues,4,3.96,2.56,282.97,342.14,700,365.95,100.00,99,Passed
web_project_issues_search,4,3.97,2.56,288.71,345.20,700,366.68,100.00,99,Passed
web_project_merge_request,4,3.49,2.56,704.34,1843.99,2800,1993.13,100.00,99,Passed
web_project_merge_request_changes,4,3.75,2.56,580.20,766.29,1500,820.89,100.00,99,Passed
web_project_merge_request_commits,4,3.44,1.54,981.86,1069.48,1950,1810.58,100.00,99,Passed
web_project_merge_requests,4,3.91,2.56,400.61,456.38,900,489.02,100.00,99,Passed
web_project_merge_requests_search,4,3.9,2.56,438.60,502.73,700,536.14,100.00,99,Passed
web_project_pipelines,4,3.93,2.05,354.60,438.62,600,510.64,100.00,99,Passed
web_project_pipelines_pipeline,4,3.93,2.56,435.47,971.25,2500,1045.28,100.00,99,Passed
web_project_repository_compare,4,1.09,0.13,3383.21,4195.67,7500,4412.77,100.00,99,Passed
web_project_tags,4,3.69,2.05,771.17,834.89,1500,907.27,100.00,99,Passed
web_user,4,3.96,1.54,305.78,404.54,4000,449.82,100.00,99,Passed
