Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
api_v4_groups,32,31.81,25.60,80.49,93.08,200,101.10,100.00,99,Passed
api_v4_groups_group,32,31.4,1.28,224.17,250.38,24000,267.66,100.00,20,Passed
api_v4_groups_group_subgroups,32,31.81,25.60,89.45,102.77,200,108.59,100.00,99,Passed
api_v4_groups_issues,32,18.49,5.12,1575.10,1866.79,8000,1948.15,100.00,99,Passed
api_v4_groups_merge_requests,32,31.31,2.56,245.88,278.72,17500,289.77,100.00,99,Passed
api_v4_groups_projects,32,31.38,1.28,245.45,273.16,22000,294.96,100.00,30,Passed
api_v4_projects,32,13.59,3.84,2154.07,3519.00,7000,4842.81,99.28,99,Passed
api_v4_projects_deploy_keys,32,31.79,25.60,59.74,69.19,200,88.19,100.00,99,Passed
api_v4_projects_issues,32,31.44,25.60,216.85,243.90,1000,253.27,100.00,99,Passed
api_v4_projects_issues_issue,32,30.11,25.60,390.48,706.96,2600,1226.51,99.83,99,Passed
api_v4_projects_issues_search,32,31.93,25.60,46.61,49.35,800,54.89,1.56,99,FAILED
api_v4_projects_languages,32,31.88,25.60,57.19,65.68,200,70.57,100.00,99,Passed
api_v4_projects_merge_requests,32,31.62,25.60,143.43,166.32,400,199.07,100.00,99,Passed
api_v4_projects_merge_requests_merge_request,32,31.28,12.80,322.38,547.19,3500,742.06,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_commits,32,31.71,25.60,122.47,140.51,200,149.48,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_diffs,32,31.75,25.60,102.89,119.42,200,130.44,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_discussions,32,31.56,25.60,188.19,214.04,400,226.18,100.00,99,Passed
api_v4_projects_merge_requests_search,32,31.87,7.68,62.95,69.33,5000,77.78,1.56,99,FAILED
api_v4_projects_project,32,31.62,25.60,123.24,142.47,200,149.73,100.00,99,Passed
api_v4_projects_project_pipelines,32,31.77,25.60,80.68,93.71,200,99.71,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline,32,31.76,25.60,83.18,97.61,200,104.95,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline_jobs,32,30.39,5.12,872.23,1206.86,2000,1283.26,100.00,99,Passed
api_v4_projects_project_services,32,31.9,25.60,55.24,62.93,200,68.95,100.00,99,Passed
api_v4_projects_releases,32,31.57,25.60,113.78,132.76,200,142.02,100.00,99,Passed
api_v4_projects_repository_branches,32,31.72,25.60,78.79,78.42,200,105.30,100.00,99,Passed
api_v4_projects_repository_branches_branch,32,31.73,25.60,114.67,127.98,200,142.83,100.00,99,Passed
api_v4_projects_repository_branches_search,32,31.72,25.60,58.26,66.04,200,71.35,100.00,99,Passed
api_v4_projects_repository_commits,32,31.71,25.60,104.90,117.74,200,124.92,100.00,99,Passed
api_v4_projects_repository_commits_commit,32,31.71,25.60,97.67,109.60,200,115.18,100.00,99,Passed
api_v4_projects_repository_commits_commit_diff,32,31.46,25.60,229.76,348.53,200,390.52,99.84,99,FAILED
api_v4_projects_repository_compare,32,31.46,25.60,94.44,104.06,200,112.16,100.00,99,Passed
api_v4_projects_repository_files_file,32,31.73,25.60,102.33,113.64,200,121.02,100.00,99,Passed
api_v4_projects_repository_files_file_blame,32,5.01,0.26,5924.35,6733.86,35000,7024.68,100.00,15,Passed
api_v4_projects_repository_files_file_raw,32,31.73,25.60,106.45,119.19,200,126.99,100.00,99,Passed
api_v4_projects_repository_tags,32,31.72,25.60,119.65,134.39,200,143.67,100.00,99,Passed
api_v4_projects_repository_tree,32,31.74,25.60,107.68,119.92,200,133.09,100.00,99,Passed
api_v4_user,32,31.79,25.60,58.00,66.52,200,71.25,100.00,99,Passed
api_v4_users,32,31.81,25.60,72.95,85.12,300,89.70,100.00,99,Passed
git_clone,2,1.69,0.04,131.12,169.35,800,186.08,100.00,99,Passed
git_ls_remote,4,4.01,2.56,77.58,86.75,200,112.59,100.00,99,Passed
git_pull,4,4.0,2.56,118.36,163.97,400,190.03,100.00,99,Passed
web_group,4,3.97,2.56,233.06,275.25,500,362.78,100.00,99,Passed
web_group_issues,4,3.99,2.56,231.66,263.68,500,271.01,100.00,99,Passed
web_group_merge_requests,4,3.88,2.56,404.72,441.38,800,465.34,100.00,99,Passed
web_project,4,3.87,2.56,393.48,421.25,800,465.29,100.00,99,Passed
web_project_branches,4,3.83,2.56,539.36,586.39,900,624.42,100.00,99,Passed
web_project_branches_search,4,3.67,2.56,904.47,968.76,1600,1009.85,100.00,99,Passed
web_project_commit,4,3.82,1.02,645.44,1839.11,3500,1906.57,100.00,99,Passed
web_project_commits,4,3.82,2.56,577.57,623.49,1000,643.03,100.00,99,Passed
web_project_file_blame,4,1.67,0.51,2132.83,2216.84,2400,2345.49,100.00,99,Passed
web_project_file_rendered,4,3.89,2.05,574.42,637.27,1700,1439.76,100.00,99,Passed
web_project_file_source,4,3.81,1.02,788.24,1097.97,4000,1810.54,99.56,99,Passed
web_project_files,4,3.94,2.56,224.01,356.45,1200,395.73,100.00,99,Passed
web_project_issue,4,3.94,2.56,322.29,576.23,2000,630.32,100.00,99,Passed
web_project_issues,4,3.97,2.56,269.96,303.45,700,316.35,100.00,99,Passed
web_project_issues_search,4,3.98,2.56,281.92,308.73,700,327.52,100.00,99,Passed
web_project_merge_request,4,3.51,2.56,691.75,1859.54,2800,1911.28,100.00,99,Passed
web_project_merge_request_changes,4,3.85,2.56,578.30,772.23,1500,811.00,100.00,99,Passed
web_project_merge_request_commits,4,3.56,1.54,949.80,982.93,1950,1780.98,100.00,99,Passed
