"Time","Redis","PostgreSQL","rails_2","rails_1","Gitaly"
1712651310000,221.2,208.2,226.8,169.6,3.4
1712651340000,217.6,307.6,219.6,214,3
1712651370000,328.6,345.8,493.8,224.2,3
1712651400000,314.79999999999995,1123.2,534.6,540.2,2.6
1712651430000,267.40000000000003,759.2,1125.2,415.4,2.8
1712651460000,346.59999999999997,4560.8,2167.4,1939.4,2.8
1712651490000,271.20000000000005,4400,817,2370,3
1712651520000,207.79999999999998,758.8000000000001,362.8,342,3
1712651550000,205.4,757.2,289.2,358.4,3.2
1712651580000,208.2,422.8,311.2,298.4,2.8
1712651610000,236.6,430.8,313.2,290.4,3
1712651640000,307.2,1177.4,536.4,547.8,2.8
1712651670000,336.40000000000003,1174,539.8,527.8,3
1712651700000,307.20000000000005,266.2,222.2,227,3
1712651730000,304,265.4,215.2,231.6,2.8
1712651760000,303.6,271.40000000000003,207.4,246.4,2.8
1712651790000,302.59999999999997,267.2,217.2,227,2.8
1712651820000,622,1036,518.6,515.2,2.6
1712651850000,596.4,1013,520.8,515.6,3.4
1712651880000,244,474.2,286.2,262.4,3
1712651910000,229.4,470.6,273.8,265.2,2.8
1712651940000,232,538.4,299.2,301.8,3
1712651970000,206.20000000000002,539,301.4,321.8,2.8
1712652000000,247,1085.6,506,543.4,149
1712652030000,213.4,1104.8,481.2,510.6,147
1712652060000,232,281,189.2,197,2.4
1712652090000,241.6,277.40000000000003,204.6,194.8,2.4
1712652120000,338.6,1089.2,637.6,651.6,2.6
1712652150000,317,1093.2,642.8,665.2,3.2
1712652180000,257.8,271.6,228.2,245.6,4.8
1712652210000,288,265.59999999999997,219.8,231.6,3.2
1712652240000,506.40000000000003,480.2,379.2,381.8,187.4
1712652270000,518.8,487,365.4,371.4,188.4
1712652300000,268.20000000000005,217.20000000000002,249,269,5.2
1712652330000,281.79999999999995,270,228.4,268,3.2
1712652360000,382.40000000000003,218.8,358.6,222.2,102.2
1712652390000,430.2,385.6,349.4,354.8,153.8
1712652420000,308.6,250.39999999999998,312.8,238,62.2
1712652450000,319.6,552.4,307.2,304.2,100.4
1712652480000,262,462.40000000000003,348.4,300.6,188.2
1712652510000,249.20000000000002,281.2,687,679.8,877.4
1712652540000,224.4,274.6,411.4,656.4,599.4
1712652570000,400.2,275.4,396.2,496.6,188
1712652600000,390.8,277.2,362.2,466.4,185.4
1712652630000,374.59999999999997,280.8,296.6,297.2,222.4
1712652660000,379.8,275.6,313,287.4,220.2
1712652690000,207.4,90,663.2,699.8,899.8
1712652720000,201,71.4,697.8,708,836.8
1712652750000,385.40000000000003,282.2,544.2,561.6,536.2
1712652780000,394.59999999999997,280.8,519.6,529.8,544.4
1712652810000,402,309.2,371.2,346.6,146
1712652840000,387.20000000000005,277.8,339.4,367.2,145.4
1712652870000,363.2,281.6,324.8,339.2,154.4
1712652900000,361,280.6,329,331.2,149.4
1712652930000,302,319.2,250.6,255.8,5.4
1712652960000,304.8,298,238.6,249.6,3.4
1712652990000,313.20000000000005,547.6,293.8,304.6,4.4
1712653020000,267.59999999999997,515.8000000000001,300.6,281.8,3.4
1712653050000,185.4,16.2,17230.8,118.6,2439.8
1712653080000,170.8,23.400000000000002,103,140.8,32.4
1712653110000,186.79999999999998,47.599999999999994,182.4,210.2,80.2
1712653140000,190.8,47,179,189,81.2
1712653170000,206.2,56.4,187.4,160.4,74.4
1712653200000,188.20000000000002,58.599999999999994,170.8,155.6,84.8
1712653230000,250.6,86.8,148.4,130.8,3.4
1712653260000,216.79999999999998,104,156.6,105.2,3.6
1712653290000,234.6,67.2,148.4,105.6,2.8
1712653320000,243.79999999999998,103.4,135,140.2,3.6
1712653350000,235,87,151.8,139.2,2.8
1712653380000,408.6,202.60000000000002,224.8,215.6,3.6
1712653410000,356.40000000000003,193.8,160.8,221.4,3
1712653440000,308.20000000000005,209.79999999999998,208.4,193.6,4.4
1712653470000,293.79999999999995,213.6,197.4,198.4,3.2
1712653500000,370.4,190.4,232.4,213.4,53.2
1712653530000,344,210.4,212.4,224.4,52.4
1712653560000,415,163,388.8,426,534.2
1712653590000,414.6,170.2,415.4,450.6,604.2
1712653620000,231.4,86.6,169.4,169,97
1712653650000,215.6,90.4,188.8,183.6,107.8
1712653680000,423.40000000000003,170.8,225.2,235.4,35
1712653710000,430.8,168.4,234.6,238.8,40.4
1712653740000,325,51.599999999999994,217.8,203.2,92
1712653770000,402,86.6,239,234.8,98
1712653800000,221.2,45.4,146.4,118.6,34.6
1712653830000,301.8,137.4,250.8,259.8,120.6
1712653860000,195.8,35.6,182.2,175.8,72.8
1712653890000,207.6,31.4,377.6,64.8,76.8
1712653920000,235.20000000000002,45,134.6,222,22.6
1712653950000,337,67.4,183.4,173.6,23
1712653980000,328.40000000000003,62.8,153.6,197.6,20
1712654010000,229.79999999999998,175.2,179.2,154.8,4.6
1712654040000,209.6,193.4,202.2,168.2,5.2
1712654070000,321.79999999999995,138,162.6,188,4.4
1712654100000,303,137,163.2,159.2,4
1712654130000,234.79999999999998,135.6,191.6,184.6,4.4
1712654160000,240.6,141.8,186.4,181.4,4
1712654190000,270.2,357.4,278.4,283,14.8
1712654220000,257.2,428,261.2,292.8,17.2
1712654250000,293.40000000000003,143,304.8,231.2,125.8
1712654280000,244.6,215,307.8,232.2,141.8
1712654310000,378.20000000000005,86.39999999999999,193.8,216.4,16.2
1712654340000,553.4,182.8,302.8,309.6,32
1712654370000,278,73.8,150.6,214.6,7.8
1712654400000,411.40000000000003,215.39999999999998,205.6,222.8,3.6
1712654430000,399,211.8,179.2,219,3.8
1712654460000,447.8,213.2,245.6,217.6,3.6
1712654490000,392,262.4,236.8,244,4.2
1712654520000,212,195.8,234.8,165.4,14
1712654550000,210.20000000000002,203.6,163.6,217,14.2
1712654580000,186.2,274.59999999999997,168.8,202.8,16.4
1712654610000,222.4,271.4,161.8,194.8,18
1712654640000,409,82.8,409.6,307.8,167.2
1712654670000,361.40000000000003,81.6,310.2,333,195.8
1712654700000,242.6,217.60000000000002,240.8,228.8,57.6
1712654730000,265.8,210.39999999999998,258.4,226.8,56.2
1712654760000,174,141.79999999999998,154,158.6,5.6
1712654790000,249.6,144.8,152.6,155.8,4
1712654820000,178.4,4.8,79.8,84.4,3.8
1712654850000,191,5.6,82.8,90.4,4
1712654880000,186.6,4.2,96.8,78.6,3.6
1712654910000,175.6,5.6000000000000005,98.2,83.2,4
1712654940000,179.8,4,92,84.6,3.8
1712654970000,176.4,5.8,91.6,88.8,4.2
1712655000000,208.4,4.2,92.6,87.2,3.8
1712655030000,201,5,75.6,84.8,3.8
1712655060000,159.2,3.5999999999999996,89.6,78.6,4.4
1712655090000,178,3.8,97.8,84,4
1712655120000,168.79999999999998,3.8,97.2,96.6,4
1712655150000,173.4,4,106.4,76.2,4.4
1712655180000,181.6,4.2,85.8,97.6,3.6
1712655210000,163,4.2,79.4,81.4,4
1712655240000,173.4,4,82.8,89.2,3.6
1712655270000,185.4,4.2,85.4,92.4,4
1712655300000,156.6,4.2,94.4,78.2,3.6
1712655330000,178.6,9.8,97.6,84,3.8
1712655360000,184.6,4,110.6,88,4.2
1712655390000,178.6,4,83.6,99.2,4
1712655420000,163.4,3.8,88.6,81.6,3.6
1712655450000,167.4,24.6,82.8,97.2,4.2
1712655480000,214.2,4,91.6,93,3.6
1712655510000,190.4,5.6,84.4,79.8,4
1712655540000,170,3.8,107,77.8,3.6
1712655570000,167.6,5.8,98,88.4,4
1712655600000,167.79999999999998,4,94,79.4,3.8
1712655630000,168.6,3.8,83.2,97.6,3.8
1712655660000,181.6,4,87.2,80.4,4
1712655690000,186.8,4,77.6,105,4.2
1712655720000,242.6,340.6,298.4,280,3.6
1712655750000,223.6,340.2,290,266.6,4
1712655780000,794.6,1297.6,887.6,841,166.8
1712655810000,638.6,1279.6,705.4,703.6,89.8
1712655840000,239,304.6,333,245.8,5.6
1712655870000,247.79999999999998,402,311.6,293.6,4.4
1712655900000,238,397.20000000000005,527.4,251.2,3.8
1712655930000,218,1176,501.8,482.4,4.4
1712655960000,194.79999999999998,682.6,455.8,365,4
1712655990000,234.6,1485.6,680,662.6,4.4
1712656020000,208.79999999999998,1334.4,366.4,629.8,3.8
1712656050000,543.8,1342.2,693.2,697.2,21
1712656080000,415,1335,423.6,659.6,3.6
1712656110000,380.59999999999997,918.5999999999999,143.28597158294977,1256,5.6
1712656140000,611.8,1690,930.4,1104.8,4.4
1712656170000,247.2,394.6,248.8,243,4.6
1712656200000,235,391.8,237.6,250.4,4.2
1712656230000,235.6,1766,751,780.6,4.6
1712656260000,225.4,1777,750.6,755.8,4
1712656290000,215.4,2290.6,961.6,951.8,4.4
1712656320000,245.79999999999998,2314.8,1002.8,989.6,4
1712656350000,328.20000000000005,153.8,212.4,215.4,4.4
1712656380000,324,145.4,205.8,202.2,4
1712656410000,321.20000000000005,166.4,208.4,213.8,5.4
1712656440000,331.40000000000003,147.4,215,221,3.8
1712656470000,239.6,382,258.2,264.4,4.2
1712656500000,220,401.59999999999997,254.8,252.6,3.8
1712656530000,334.40000000000003,1465.2,679.8,716.6,4
1712656560000,388.20000000000005,1476,688.2,658.6,3.6
1712656590000,436,4430.8,2629.4,2014.2,4.2
1712656620000,416.6,5300,2836.8,2513.8,4.2
1712656650000,243.6,730.6,492,444.2,4.2
1712656680000,246.2,941.4,463.8,464,3.8
1712656710000,222.4,493.6,344.4,286.8,4.8
1712656740000,251.4,551.2,358.8,377.8,3.8
1712656770000,253.4,436,364.4,331.4,4
1712656800000,357.6,1555.6,690.6,651.8,3.8
1712656830000,305.40000000000003,1545.4,379.6,658.8,4
1712656860000,330.20000000000005,338,273.8,271.6,3.6
1712656890000,351.6,326.20000000000005,279.2,283.8,3.8
1712656920000,328.4,351,269.4,275.6,4
1712656950000,366.8,336.2,279.4,275.8,4.2
1712656980000,761.2,1301.4,658,659.6,3.8
1712657010000,773.6,1260,658.2,666,4.8
1712657040000,239.2,631.1999999999999,328.8,348.4,3.8
1712657070000,219,620.4000000000001,340.8,341.8,4.2
1712657100000,239.6,759.4,390.6,384.4,3.6
1712657130000,225.4,744,393.2,381,4.2
1712657160000,258.8,1641,650.6,670,179
1712657190000,230.6,1586.8,618.2,624.4,177.8
1712657220000,254.2,341.4,240.8,237,6.2
1712657250000,227.2,336,244.6,239.8,4.8
1712657280000,380.8,1400.2,845,799.4,4.2
1712657310000,372.59999999999997,1412.6,842.6,782.8,4.4
1712657340000,333.8,326.8,281,321.4,3.8
1712657370000,302,335.8,266,279,5
1712657400000,642.4,594,491,492.8,248.4
1712657430000,614.8000000000001,595,476.4,466.6,248.2
1712657460000,300.20000000000005,335.40000000000003,280,313.4,3.8
1712657490000,315,328.2,282,269.4,4.4
1712657520000,444.8,505.8,453.8,425.8,207.4
1712657550000,437.8,496.6,433.4,423.2,201.8
1712657580000,398.40000000000003,760,399,441.4,134.2
1712657610000,387.8,696.4000000000001,385.4,387.4,135.4
1712657640000,329.79999999999995,271.59999999999997,871.8,604.4,1145
1712657670000,321,361,862.6,877.2,1168.6
1712657700000,305.6,205.60000000000002,839,447.8,947.4
1712657730000,314,444.79999999999995,241,1455.4,1156.2
1712657760000,318,202.60000000000002,534.8,570,420.8
1712657790000,444.6,364,469.6,649.6,247.8
1712657820000,350.20000000000005,364.20000000000005,275.6,555,146.4
1712657850000,475.40000000000003,372.4,361.2,356,297.4
1712657880000,418.20000000000005,373.40000000000003,267.6,385,244.6
1712657910000,231.6,83.8,586,684.2,754.4
1712657940000,187.2,68.2,780.4,795.6,975.4
1712657970000,451.8,365.8,683.8,691.8,682.8
1712658000000,439.6,367.6,627,652.2,677
1712658030000,493.8,369,442.2,436.8,190.8
1712658060000,466.40000000000003,373.59999999999997,420.6,399.4,191.8
1712658090000,421.40000000000003,394,400.4,413.4,190.4
1712658120000,424,373,442.6,405.4,198
1712658150000,346.20000000000005,397.79999999999995,339,311.8,4.8
1712658180000,320.6,395.59999999999997,322.4,305.4,4.2
1712658210000,355.4,764,360.8,361.2,3.6
1712658240000,323.2,757,365,364.8,4.6
1712658270000,198.4,41.8,8570.8,15486.6,4413.2
1712658300000,199.4,41.4,164.4,146.2,51.6
1712658330000,201.20000000000002,63.2,195.6,212.8,102
1712658360000,211.2,57.6,237.6,200.4,102.4
1712658390000,231,2331,188,194,95.2
1712658420000,186.2,70.39999999999999,221.6,189.8,102.6
1712658450000,311.40000000000003,169.39999999999998,144.6,200.8,3.4
1712658480000,285.4,139.20000000000002,120.4,169.2,5.4
1712658510000,275.6,112.6,213.2,154,3.8
1712658540000,247.4,139,203.2,201.2,5
1712658570000,420.6,95.4,280.2,181.8,4
1712658600000,526,257.6,265.8,301.2,5
1712658630000,319.40000000000003,189.8,174,247,3.2
1712658660000,342,276.2,270,244,4.6
1712658690000,303.40000000000003,262.59999999999997,195,267,3.2
1712658720000,380.20000000000005,262.59999999999997,299.8,281.6,67.4
1712658750000,377.2,253,273.8,282,65.8
1712658780000,543,228.2,544.4,580.6,791.2
1712658810000,522.4,218.39999999999998,544.6,558,765.4
1712658840000,238,120,211,245.6,134.8
1712658870000,223.4,126.19999999999999,211.4,216,136.4
1712658900000,498.4,226,313.4,274.4,50.6
1712658930000,510.2,227.39999999999998,302.2,288.2,46.2
1712658960000,360.8,100.39999999999999,333,316.4,129.8
1712658990000,399.6,104.6,306.8,279.8,112
1712659020000,339.8,165.2,355,344,152
1712659050000,334.8,163.2,318.2,303,154.8
1712659080000,292,139.79999999999998,396.4,262,143
1712659110000,247.6,148.60000000000002,531.6,402.2,136.8
1712659140000,403.59999999999997,67.8,217.6,188,32.4
1712659170000,406,81.2,203.6,175.2,23.4
1712659200000,291.20000000000005,49.599999999999994,148.2,169.8,9.2
1712659230000,245.8,297.8,212.4,198.8,6
1712659260000,282.20000000000005,266.6,235.8,214,6.2
1712659290000,289,189.2,191.4,212.2,3.8
1712659320000,279.79999999999995,181.79999999999998,217.8,206.8,4.6
1712659350000,288,180.60000000000002,209.6,211.6,3.6
1712659380000,284.20000000000005,183.2,194.2,204.4,4.8
1712659410000,240.6,483.59999999999997,320.2,302.8,16.9898061163302
1712659440000,230,559.6,335,314.8,18.6
1712659470000,288.20000000000005,299.4,411.4,351.4,206.8
1712659500000,246.2,335.4,346.6,381,199.8
1712659530000,708,157,344,268.8,29.2
1712659560000,713.2,232.2,351.8,357.2,31.8
1712659590000,561.6,158,302.4,183.8,3.4
1712659620000,502.20000000000005,288.6,273,279,6
1712659650000,353.59999999999997,128.2,240,173.2,5
1712659680000,460.40000000000003,290.2,279.6,271,5.8
1712659710000,278.59999999999997,239,159,252,6.8
1712659740000,287.40000000000003,272.6,242.4,242.2,20.4
1712659770000,238.4,265.6,209,193.8,16.2
1712659800000,214.4,379,179.8,251.6,19.6
1712659830000,230.4,355.2,189.4,193,19.8
1712659860000,473,94.80000000000001,453,431,264.4
1712659890000,422.20000000000005,114,395.4,359.6,203.6
1712659920000,250.6,280.2,274.8,281.2,82
1712659950000,277,281.2,278,294.2,75.2
1712659980000,228.79999999999998,191.20000000000002,167.6,167,6.2
1712660010000,248.20000000000002,185,165.6,170.8,4.2
1712660040000,198.4,4.6,83.8,95.2,5.2
1712660070000,180.6,3.8,87.6,93,3.8
1712660100000,165,4,112.2,87.8,5
1712660130000,199,3.8,121.2,103.8,3.6
1712660160000,193,3.8,105.4,93,4.8
1712660190000,162.79999999999998,4,86.4,82.2,3.6
1712660220000,211.2,3.8,90.6,83,4.8
1712660250000,173.20000000000002,4.6,85,92.8,3.8
1712660280000,165,5.2,87,80.2,5.8
1712660310000,149.79999999999998,4,98.4,80,4
1712660340000,164.6,4.4,93,96.8,5.4
1712660370000,177.79999999999998,4,100.8,96,4
1712660400000,196.6,4,92.6,86,5.2
1712660430000,199.6,4,76,74,3.4
1712660460000,178.4,3.8,95.8,73.4,4.8
1712660490000,184.79999999999998,4,85.4,88.6,3.4
1712660520000,182.6,10.200000000000001,86,106,4.8
1712660550000,174.6,4,91.6,85.2,3.6
1712660580000,160,3.8,94,82.2,6
1712660610000,180.6,4,88.2,73.2,3.8
1712660640000,177.2,4,79.4,73.2,5.4
1712660670000,195.79999999999998,4,88.4,69,3.8
1712660700000,160.6,4,82,78.2,5.2
1712660730000,169.79999999999998,15.6,93.8,108.2,3.4
1712660760000,180.6,4.6,97.8,80.8,5
1712660790000,178.4,4,90.6,94,3.4
1712660820000,191.2,5.2,78.8,79,4.8
1712660850000,172.4,4,83.6,87.2,3.6
1712660880000,182.79999999999998,5,96.4,76.2,5.8
1712660910000,192.79999999999998,3.8,86.2,89.6,4
1712660940000,241.6,383,312.4,311.6,5.4
1712660970000,228.6,382.8,291.4,289,3.8
1712661000000,523.2,1404,726.2,779,5.6
1712661030000,565.4,1414.6000000000001,717.8,716.2,22.2
1712661060000,280.8,448.40000000000003,376,336.4,4.6
1712661090000,234.8,449,334.8,303.4,3
1712661120000,200.79999999999998,1391.4,561.6,583.8,4.8
1712661150000,196.79999999999998,1281.8000000000002,570.6,480,3.4
1712661180000,270.20000000000005,1551.2,808.8,685,5.4
1712661210000,276.59999999999997,1710.2,722.6,731.6,3.4
1712661240000,553.2,864,827,447.8,4.8
1712661270000,530.8000000000001,1495,768,744.6,3.6
1712661300000,564,862,1215.2,444.2,5
1712661330000,585.4,1186.8,1143.4,507,3.8
1712661360000,368.8,1136.4,564.4,622.8,5
1712661390000,509.40000000000003,1281.6,432,1154.6,3.2
1712661420000,474.59999999999997,378.59999999999997,800.3604325190229,135,5.8
1712661450000,252.2,450,284.6,256.2,4
1712661480000,269.20000000000005,454.6,271.4,270.8,5.2
1712661510000,234.4,1988.8,824,848,3.8
1712661540000,254.4,1994.6000000000001,829.2,838,5
1712661570000,243.4,2502.2000000000003,1083.8,1022.4,3.6
1712661600000,288,2579.8,1102.2,1077.8,5.6
1712661630000,345.59999999999997,161.2,232.8,230.4,3.2
1712661660000,426.6,166.8,237.4,220,5
1712661690000,360,198.20000000000002,219.2,233.4,3.2
1712661720000,339,162.20000000000002,227.8,231.4,4.8
1712661750000,234.2,445.59999999999997,288.8,283,3.6
1712661780000,258.4,438.4,290.8,283.6,4.8
1712661810000,373.40000000000003,1640,778.6,758.2,3.6
1712661840000,399.40000000000003,1641.2,732.8,748.8,4.8
1712661870000,470.8,6179.2,2960.2,3092.8,3.6
1712661900000,460,5876.2,3126.6,2834.8,5.2
1712661930000,252.79999999999998,1085.6,486,546.4,3.2
1712661960000,242.6,1076.4,506.4,524.8,5
1712661990000,249.79999999999998,628.8000000000001,432.4,413.2,3.4
1712662020000,257.6,620,409.6,406.8,4.8
1712662050000,391.59999999999997,1080,743.8,473,3.6
1712662080000,421.40000000000003,1751.8,760,728.8,5.2
1712662110000,362.6,749.5999999999999,433.8,438.8,3.4
1712662140000,341.2,393,280.2,300.8,5
1712662170000,298,257.59999999999997,221.2,241.8,3.4
1712662200000,363,387.2,302.6,295,4.8
1712662230000,309,385.2,308.2,291.2,3.2
1712662260000,812.2,1466,723.4,730.2,5
1712662290000,742.8000000000001,1504.8000000000002,530,728.8,3.4
1712662320000,237.6,707.2,358.8,363,5
1712662350000,233.6,700.2,353.2,366.6,3.6
1712662380000,300.6,815.2,440.6,426.6,5.2
1712662410000,232.6,808.8,419.6,417.2,3.4
1712662440000,233.8,1795,631.8,608.4,154.6
1712662470000,236,1751.8000000000002,622.8,612.4,145.4
1712662500000,248.4,396.8,245.6,257,8.2
1712662530000,263,380.2,245.2,263,5
1712662560000,368.20000000000005,1586.6000000000001,904.6,877.2,6.6
1712662590000,381.8,1603.6,858.2,889.8,4.8
1712662620000,320.79999999999995,392.2,308.2,307.6,6.2
1712662650000,322.40000000000003,394,307.8,280,4
1712662680000,697,682.6,542.8,511.2,280.2
1712662710000,675.8000000000001,657.2,512.8,529,279
1712662740000,326,389.2,304.6,309,4.8
1712662770000,334.20000000000005,382.2,287,303,3.2
1712662800000,457,549,476.8,474.2,228.4
1712662830000,458.40000000000003,558.6,463.8,465.2,222
1712662860000,383,766.6,416,408.8,152.6
1712662890000,406.8,772,411,422,149.6
1712662920000,290.20000000000005,408.59999999999997,960.4,921.2,1292.8
1712662950000,316.8,416.6,962.2,973.6,1316
1712662980000,331.40000000000003,412.40000000000003,989.8,963,1320.8
1712663010000,336.20000000000005,405.2,813.6,902,1258
1712663040000,471.2,296.8,698.8,722,283.6
1712663070000,456.4,406,548.6,604.8,278.8
1712663100000,477.20000000000005,243.4,423.2,343.2,311
1712663130000,457.40000000000003,401.59999999999997,421.6,390.4,332
1712663160000,251.2,219,445.4,274,412.4
1712663190000,248.2,87.6,657.2,733,555.8
1712663220000,181.4,26.799999999999997,487,854.6,695.8
1712663250000,460.8,405.40000000000003,740.8,727.8,756.2
1712663280000,459,407,684.6,694.4,763.6
1712663310000,496.8,405.8,465.2,495,211.2
1712663340000,504.6,407.6,472,466.8,210.6
1712663370000,464.4,400.8,453.2,428.8,225.6
1712663400000,456.8,409.8,453,435.4,236.8
1712663430000,330.8,438.79999999999995,316,321.4,6.4
1712663460000,322.4,442.2,312,314.6,5.2
1712663490000,315,847.1999999999999,384.6,392.6,4.8
1712663520000,328.79999999999995,849.4,422.2,407.6,5.4
1712663550000,190,54.2,162.4,495.6,49.8
1712663580000,199.6,41,161.2,149.6,51.2
1712663610000,195.6,100.19999999999999,213,221.8,102.6
1712663640000,199,58.6,208.8,215,98.8
