"Time","CPU Used","CPU Requested"
1712647560000,0.4142565427851198,24
1712647590000,0.4379999999999966,24
1712647620000,0.4048000000000086,24
1712647650000,0.41240000000000165,24
1712647680000,0.3612000000000255,24
1712647710000,0.3847999999999905,24
1712647740000,0.387999999999992,24
1712647770000,0.44239999999999235,24
1712647800000,0.41679999999999817,24
1712647830000,0.4163999999999891,24
1712647860000,0.4000000000000087,24
1712647890000,0.3780000000000012,24
1712647920000,0.35639999999997996,24
1712647950000,0.4344000000000231,24
1712647980000,0.3551999999999814,24
1712648010000,0.4056000000000216,24
1712648040000,0.3928000000000199,24
1712648070000,0.3775999999999835,24
1712648100000,0.3643999999999954,24
1712648130000,0.44240000000001567,24
1712648160000,0.3724000000000246,24
1712648190000,0.429200000000009,24
1712648220000,0.39680000000002036,24
1712648250000,0.40520000000001277,24
1712648280000,0.3876000000000198,24
1712648310000,0.40479999999998606,24
1712648340000,0.37999999999998113,24
1712648370000,0.392000000000025,24
1712648400000,0.38120000000000764,24
1712648430000,0.41759999999999275,24
1712648460000,0.3976000000000106,24
1712648490000,0.4220000000000067,24
1712648520000,0.3975999999999744,24
1712648550000,0.4396000000000363,24
1712648580000,0.39679999999999316,24
1712648610000,0.4088000000000096,24
1712648640000,0.9752000000000128,24
1712648670000,1.4739999999999867,24
1712648700000,1.4223999999999974,24
1712648730000,1.399200000000009,24
1712648760000,1.4004000000000085,24
1712648790000,1.2347999999999766,24
1712648820000,0.39440000000001385,24
1712648850000,0.412000000000007,24
1712648880000,0.3664000000000027,24
1712648910000,0.4599999999999902,24
1712648940000,0.37199999999997024,24
1712648970000,0.40760000000003804,24
1712649000000,0.38719999999995636,24
1712649030000,0.3923999999999884,24
1712649060000,0.36399999999991395,24
1712649090000,0.3968000000000115,24
1712649120000,0.3727999999999879,24
1712649150000,0.36160000000001624,24
1712649180000,0.3904000000000082,24
1712649210000,0.41199999999995185,24
1712649240000,0.3656000000000127,24
1712649270000,0.94039999999999,24
1712649300000,1.5528000000000604,24
