Name,RPS,RPS Result,RPS Threshold,TTFB Avg (ms),TTFB P90 (ms),TTFB P90 Threshold (ms),TTFB P95 (ms),Req Status,Req Status Threshold,Result
api_v4_groups,32,31.78,25.60,77.61,90.89,200,98.39,100.00,99,Passed
api_v4_groups_group,32,31.29,1.28,264.25,303.66,24000,459.62,100.00,20,Passed
api_v4_groups_group_subgroups,32,31.77,25.60,87.82,101.09,200,106.55,100.00,99,Passed
api_v4_groups_issues,32,18.18,5.12,1606.43,1882.68,8000,1935.58,100.00,99,Passed
api_v4_groups_merge_requests,32,31.42,2.56,236.55,262.21,17500,273.22,100.00,99,Passed
api_v4_groups_projects,32,31.21,1.28,255.38,289.93,22000,370.87,100.00,30,Passed
api_v4_projects,32,13.12,3.84,2085.49,2943.09,7000,3876.13,99.77,99,Passed
api_v4_projects_deploy_keys,32,31.88,25.60,60.80,68.57,200,80.05,100.00,99,Passed
api_v4_projects_issues,32,31.41,25.60,215.44,242.16,1000,251.09,100.00,99,Passed
api_v4_projects_issues_issue,32,30.13,25.60,384.58,689.14,2600,971.12,99.77,99,Passed
api_v4_projects_issues_search,32,31.93,25.60,46.43,49.29,800,60.86,1.56,99,FAILED
api_v4_projects_languages,32,31.88,25.60,58.14,65.92,200,76.54,100.00,99,Passed
api_v4_projects_merge_requests,32,31.56,25.60,140.58,160.83,400,173.43,100.00,99,Passed
api_v4_projects_merge_requests_merge_request,32,31.29,12.80,283.16,381.68,3500,518.14,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_commits,32,31.69,25.60,122.47,138.08,200,149.26,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_diffs,32,31.76,25.60,100.87,116.09,200,123.14,100.00,99,Passed
api_v4_projects_merge_requests_merge_request_discussions,32,31.52,25.60,188.07,212.38,400,227.38,100.00,99,Passed
api_v4_projects_merge_requests_search,32,31.9,7.68,61.64,68.83,5000,76.25,1.56,99,FAILED
api_v4_projects_project,32,31.64,25.60,122.01,140.34,200,147.12,100.00,99,Passed
api_v4_projects_project_pipelines,32,31.78,25.60,79.84,93.03,200,97.73,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline,32,31.77,25.60,81.43,95.31,200,101.26,100.00,99,Passed
api_v4_projects_project_pipelines_pipeline_jobs,32,31.09,5.12,532.97,801.48,2000,885.10,100.00,99,Passed
api_v4_projects_project_services,32,31.88,25.60,54.52,61.39,200,65.91,100.00,99,Passed
api_v4_projects_releases,32,31.59,25.60,112.22,131.34,200,138.96,100.00,99,Passed
api_v4_projects_repository_branches,32,31.74,25.60,58.72,66.14,200,71.88,100.00,99,Passed
api_v4_projects_repository_branches_branch,32,31.72,25.60,114.01,125.47,200,139.51,100.00,99,Passed
api_v4_projects_repository_branches_search,32,31.75,25.60,57.83,65.58,200,72.52,100.00,99,Passed
api_v4_projects_repository_commits,32,31.73,25.60,102.12,115.03,200,120.86,100.00,99,Passed
api_v4_projects_repository_commits_commit,32,31.71,25.60,95.73,107.27,200,112.11,100.00,99,Passed
api_v4_projects_repository_commits_commit_diff,32,31.46,25.60,372.15,551.60,200,860.92,100.00,99,FAILED
api_v4_projects_repository_compare,32,31.43,25.60,102.99,102.64,200,111.45,99.94,99,Passed
api_v4_projects_repository_files_file,32,31.73,25.60,100.99,111.53,200,118.60,100.00,99,Passed
api_v4_projects_repository_files_file_blame,32,5.21,0.26,5674.02,6657.95,35000,6927.42,100.00,15,Passed
api_v4_projects_repository_files_file_raw,32,31.72,25.60,106.32,119.35,200,126.29,100.00,99,Passed
api_v4_projects_repository_tags,32,31.68,25.60,119.76,132.33,200,141.23,100.00,99,Passed
api_v4_projects_repository_tree,32,31.73,25.60,104.86,118.74,200,127.99,100.00,99,Passed
api_v4_user,32,31.81,25.60,57.16,64.53,200,70.08,100.00,99,Passed
api_v4_users,32,31.82,25.60,71.22,84.16,300,89.70,100.00,99,Passed
git_clone,2,1.67,0.04,126.73,173.06,800,230.73,100.00,99,Passed
git_ls_remote,4,4.01,2.56,76.26,89.90,200,109.49,100.00,99,Passed
git_pull,4,4.01,2.56,113.29,160.67,400,172.25,100.00,99,Passed
web_group,4,3.97,2.56,219.36,261.66,500,288.29,100.00,99,Passed
web_group_issues,4,3.99,2.56,234.56,265.02,500,279.19,100.00,99,Passed
web_group_merge_requests,4,3.9,2.56,392.64,433.06,800,479.99,100.00,99,Passed
web_project,4,3.87,2.56,381.97,427.55,800,453.16,100.00,99,Passed
web_project_branches,4,3.81,2.56,523.25,572.17,900,601.48,100.00,99,Passed
web_project_branches_search,4,3.71,2.56,871.05,932.78,1600,971.41,100.00,99,Passed
web_project_commit,4,3.84,1.02,618.74,1771.34,3500,1827.66,100.00,99,Passed
web_project_commits,4,3.85,2.56,563.74,612.70,1000,624.80,100.00,99,Passed
web_project_file_blame,4,1.73,0.51,2080.36,2155.91,2400,2252.60,100.00,99,Passed
web_project_file_rendered,4,3.92,2.05,552.61,598.84,1700,1366.03,100.00,99,Passed
web_project_file_source,4,3.8,1.02,721.77,974.73,4000,1636.60,100.00,99,Passed
web_project_files,4,3.94,2.56,227.77,359.48,1200,405.36,100.00,99,Passed
web_project_issue,4,3.95,2.56,309.33,553.86,2000,584.89,100.00,99,Passed
web_project_issues,4,3.98,2.56,268.96,295.12,700,303.32,100.00,99,Passed
web_project_issues_search,4,3.98,2.56,263.42,295.10,700,307.37,100.00,99,Passed
web_project_merge_request,4,3.41,2.56,698.73,1805.41,2800,1908.11,100.00,99,Passed
web_project_merge_request_changes,4,3.85,2.56,569.87,742.14,1500,806.73,100.00,99,Passed
web_project_merge_request_commits,4,3.57,1.54,914.06,937.59,1950,1703.74,100.00,99,Passed
web_project_merge_requests,4,3.91,2.56,395.73,426.08,900,449.79,100.00,99,Passed
web_project_merge_requests_search,4,3.9,2.56,408.72,449.26,700,463.65,100.00,99,Passed
web_project_pipelines,4,3.95,2.05,341.99,436.33,600,465.90,100.00,99,Passed
web_project_pipelines_pipeline,4,3.94,2.56,417.43,950.58,2500,1004.89,100.00,99,Passed
web_project_repository_compare,4,1.19,0.13,3132.14,3317.78,7500,3984.43,100.00,99,Passed
web_project_tags,4,3.73,2.05,728.49,764.37,1500,1285.59,100.00,99,Passed
web_user,4,3.97,1.54,292.52,385.57,4000,407.47,100.00,99,Passed
